mz,mzmin,mzmax,rt,rtmin,rtmax,into,intb,maxo,sn,sample
131.0124475,131.0123901,131.0124817,68.0904,63.7664,72.296,24100.75061,24093.64261,6077.726563,6077,1
131.0190117,131.0189056,131.0191956,1781.03,1776.82,1785.08,64672.35833,64665.475,17297.80078,17297,1
131.0259685,131.0259399,131.026001,324.17,319.559,327.255,20829.58738,20823.43058,3789.279785,3788,1
131.0339556,131.0339355,131.0339813,74.7909,69.4534,78.7878,3158290.031,2936873.482,568129.8125,35,1
131.0339734,131.033905,131.0340118,1794.06,1790.22,1798.07,640422.8729,640415.0229,104630.6016,104630,1
131.0364783,131.0363922,131.0365295,457.74,454.889,462.07,14328.18654,14322.44174,3283.751465,3283,1
131.0366525,131.0365601,131.0367279,667.39,664.684,671.221,164168.7472,164163.5176,39945.01953,39944,1
131.0491218,131.049057,131.0492096,551.88,547.939,555.717,223082.5777,223074.7997,48936.26953,48935,1
131.0491253,131.0490417,131.0492249,540.167,533.561,545.388,473369.6152,473356.4741,79329.44531,79328,1
131.0491548,131.049057,131.0492401,370.091,365.837,376.029,1001687.974,901392.1749,165220.7344,29,1
131.0492395,131.0490723,131.0493164,510.26,506.228,514.056,227506.0661,227498.2381,33285.125,33284,1
131.0492466,131.0490723,131.0494385,502.317,498.423,506.228,271133.3141,271124.2083,48155.00781,48154,1
131.0492556,131.0491791,131.0493469,489.009,476.893,493.189,430496.254,430478.6,33875.61719,30181,1
131.0492562,131.0491333,131.0493011,471.416,464.805,478.212,749869.7005,634427.9267,114924.3516,19,1
131.0492671,131.0491638,131.0494232,528.413,525.907,533.561,280974.9964,280966.0667,56773.25391,56772,1
131.0492708,131.0492096,131.0493317,495.834,493.189,498.423,169183.7496,169177.2071,33782.68359,33782,1
131.0492732,131.0491943,131.0494385,520.625,515.345,525.907,383599.9294,383589.3674,48155.87109,48155,1
131.0510639,131.0509949,131.0511017,72.296,65.1628,77.5303,546391.3082,545173.3443,91994.14844,178,1
131.052605,131.0524902,131.0527039,475.428,470.135,482.287,626051.0682,537878.9236,134803.9219,13,1
131.0526362,131.052597,131.0526733,494.542,489.009,499.67,975131.6638,885454.8806,197376.9219,20,1
131.0952578,131.0952148,131.0953064,420.289,414.643,427.248,118098.7854,114484.7773,19938.36719,36,1
131.8790868,131.8790283,131.8792267,684.127,673.83,697.923,286029855,285106049.1,21937276,796,1
131.8791209,131.8790436,131.8792267,689.106,686.586,694.131,114336413.8,114015772.5,20348124,739,1
131.8792875,131.8792572,131.879364,549.228,544.107,555.717,2035228.351,1819285.941,628807.1875,13,1
131.8793794,131.879364,131.8794098,607.695,602.399,612.785,3055702.268,2832633.607,588809,28,1
131.8822256,131.8821564,131.882309,684.127,675.116,696.623,11275212.73,10931106.65,1281248.625,48,1
131.8822256,131.8821564,131.882309,684.127,675.116,695.356,11027963.07,10852640.12,1281248.625,65,1
131.915703,131.9156036,131.915863,533.561,529.677,536.126,62427.21933,62422.06013,16676.06445,16675,1
131.915791,131.9157715,131.915802,334.473,328.714,340.542,2520414.925,2518466.097,567357.5,1279,1
131.9699191,131.9699097,131.9699249,255.99,248.422,263.447,1468633.28,1442946.131,156359.0781,70,1
131.9699252,131.9699097,131.9699402,239.371,222.724,271.018,4053130.759,3975726.317,199759.7188,90,1
131.9699261,131.9698181,131.9699707,428.638,424.395,434.687,275531.6735,251850.286,63862.59375,27,1
131.9699568,131.9698944,131.969986,304.408,298.43,310.467,205125.3159,184645.6612,32817.39844,14,1
132.0062834,132.0061646,132.0063324,391.197,386.608,395.536,125354.4864,125345.5584,18312.45898,18311,1
132.0062907,132.0061951,132.0063324,399.98,395.536,405.849,99192.41085,99182.09785,18646.94141,18646,1
132.0372488,132.0371552,132.0373993,106.084,99.0977,112.024,122903.3866,122889.0241,10454.81738,10454,1
132.0372575,132.0371857,132.0374146,12.3449,9.30961,19.7581,85268.2968,85256.35567,9498.349609,9497,1
132.0372634,132.0371552,132.0374451,44.6098,38.8285,50.4743,92688.36493,92675.26341,10317.01563,10316,1
132.037282,132.0371552,132.0374603,33.0785,30.0915,38.8285,66938.02708,66927.83391,9972.168945,9971,1
132.0372965,132.0372162,132.0374756,25.6582,19.7581,30.0915,81371.98803,81360.17843,11255.93359,11255,1
132.0373344,132.0372925,132.037384,93.5269,88.1191,99.0977,133963.3987,133951.0478,13064.51953,13064,1
132.0373355,132.0372009,132.0374908,116.333,100.488,126.644,213288.0916,213260.4825,10454.81738,9001,1
132.0373434,132.0371857,132.0375214,54.8626,50.4743,59.3244,79494.91123,79484.58611,10243.59863,10243,1
132.0373452,132.0372772,132.0374298,74.7909,69.4534,78.7878,142750.9727,142740.3048,24342.50195,24342,1
132.0373546,132.0373077,132.0373993,82.7537,78.7878,88.1191,146840.7358,146830.0715,24559.27539,24558,1
132.0373571,132.0373383,132.0373688,63.7664,59.3244,69.4534,90216.52939,90204.95339,9656.974609,9656,1
132.0373825,132.0372467,132.0374603,144.444,140.023,151.818,85595.346,85582.07663,8342.59375,8342,1
132.0373947,132.0371857,132.0375366,156.156,151.818,162.19,63651.35531,63639.5016,8017.339844,7299,1
132.0373964,132.0373383,132.0374603,166.578,151.818,173.879,120528.7152,120506.6542,8017.339844,8016,1
132.037429,132.0373535,132.0374908,134.113,126.644,140.023,94310.1276,94295.26205,8968.869141,8968,1
132.044468,132.0443878,132.0445404,668.653,656.921,677.831,833431.0965,802095.6757,136769.3594,20,1
132.0444714,132.0443878,132.0444946,187.427,165.111,207.421,18996746.62,18653452.83,839036.625,85,1
132.0444854,132.0444641,132.0444946,178.045,171.01,183.452,6836441.726,6727891.64,783228.4375,80,1
132.0656114,132.0655365,132.0656433,72.296,65.1628,78.7878,171228.7966,163191.7572,24718.19336,25,1
132.0808363,132.0808105,132.0808716,1781.03,1776.82,1783.78,26830.5723,26825.0043,6079.743652,6079,1
132.8788158,132.8786621,132.8789368,684.127,676.423,689.106,3524462.714,3447486.059,516234.9375,36,1
132.8869498,132.8869019,132.8870087,685.374,677.831,691.578,15108337,14755796.56,2514966,22,1
132.9031018,132.9030304,132.9031525,65.1628,60.7913,68.0904,24971.55155,24965.71227,6065.757324,6065,1
132.9191657,132.9190979,132.91922,334.473,330.143,339.048,71670.57211,71663.15128,18512.10547,18511,1
132.9236409,132.9236298,132.9236603,246.928,239.371,254.5,1814878.707,1791333.883,217921.1563,100,1
132.9236654,132.923645,132.9236908,352.529,345.011,358.445,292305.0261,284575.0713,45735.21875,43,1
132.9375223,132.9373932,132.9376373,1790.22,1785.08,1798.07,3326422.694,3229022.782,405406.375,16,1
132.9650951,132.9649963,132.9651642,137.141,134.113,141.451,60749.29122,60740.48562,9303.521484,9303,1
132.9651108,132.9649658,132.96521,145.873,141.451,157.729,99426.50035,99408.74253,9989.489258,9988,1
132.9652081,132.9651489,132.9652405,129.647,126.644,134.113,41629.98062,41622.51162,6518.35498,6517,1
132.9692311,132.9691467,132.9693298,237.878,231.771,243.956,28574.01018,27809.99157,4185.094727,15,1
132.9733451,132.9732666,132.9734955,257.473,248.422,264.943,55710.74365,55694.22265,7825.181641,7824,1
132.9733982,132.9733124,132.9734955,237.878,228.829,248.422,113966.8741,113947.2811,8796.922852,8796,1
132.9777013,132.9775543,132.9778442,151.818,144.444,157.729,42350.72801,41265.97686,5110.618652,16,1
132.9777734,132.9777527,132.9778442,169.585,165.111,173.879,37876.45779,37160.53019,5830.099609,19,1
133.0140901,133.0140381,133.0141449,708.165,704.309,712.106,1283541.092,1267039.241,220138.5781,30,1
133.0285485,133.0285339,133.028595,313.454,307.482,319.559,957270.8857,745594.029,166844,16,1
133.0305322,133.0304565,133.0306244,68.0904,62.3624,73.4959,233231.0611,233219.9276,35585.1875,35584,1
133.0305541,133.0305176,133.0306091,80.123,73.4959,86.8193,483625.2548,483610.599,76216.96875,76216,1
133.0315363,133.0314178,133.031601,1082.66,1078.69,1085.2,70066.98632,70061.77832,17187.73633,17187,1
133.0316399,133.0315857,133.0317383,1510.67,1504.1,1513.46,37921.13116,37172.02612,8230.570313,12,1
133.0317288,133.0316925,133.0317841,1364.92,1360.83,1368.86,37672.7731,37666.08143,8160.150879,8159,1
133.0477662,133.0476227,133.0478668,176.703,171.01,183.452,531711.7334,530171.7172,60837.07031,110,1
133.0477993,133.0477142,133.0478668,190.05,171.01,199.755,1366965.017,1363576.512,71040.14063,129,1
133.0495039,133.0493927,133.0495605,74.7909,70.8255,78.7878,1368547.963,1364375.931,418532.1563,196,1
133.0495183,133.0494537,133.0495758,82.7537,78.7878,89.4777,1795375.355,1789073.981,313937.9375,147,1
133.0511336,133.0509338,133.0513153,12.3449,7.89124,18.3252,410951.1683,410939.2438,42023.07422,42022,1
133.0511698,133.0510406,133.0513306,27.251,19.7581,35.8289,540831.3857,540815.3149,41079.55469,41079,1
133.0647906,133.064743,133.0649261,31.4972,27.251,35.8289,373379.3282,373369.3207,40310.96875,40310,1
133.0647951,133.064682,133.0649261,12.3449,9.30961,16.7312,345539.6519,345530.746,41747.19141,41300,1
133.0648084,133.0645905,133.0649261,516.753,512.776,522.091,843834.3934,843823.7477,94888.73438,94888,1
133.0648093,133.064743,133.0649261,117.87,112.024,122.386,430277.3634,430265.5211,46091.86719,46091,1
133.0648195,133.0647278,133.0649109,47.6245,41.6774,52.0287,417720.1582,417708.3281,41368.71484,41368,1
133.0648291,133.0647278,133.0649567,103.29,93.5269,112.024,678758.4628,678738.5428,36703.02344,36702,1
133.0648425,133.0648041,133.0648804,541.568,534.856,545.388,1002659.359,1002647.511,139845.7031,139845,1
133.0648503,133.0647125,133.0649261,54.8626,52.0287,59.3244,308009.3439,308000.5891,40226.55859,40226,1
133.0648616,133.0648193,133.0649109,590.581,586.701,597.285,582905.0274,582894.4434,74065.21094,74064,1
133.0648724,133.0648499,133.0648956,635.004,629.668,640.148,572644.2837,572632.4937,70518.82031,70518,1
133.0648725,133.0647583,133.0649567,191.402,188.704,197.011,348630.9288,348621.2373,44671.29297,44670,1
133.0648794,133.0647888,133.0649719,425.732,421.649,431.597,3700673.764,3700662.395,491074.25,491073,1
133.0648843,133.0648346,133.0649261,527.126,522.091,534.856,1342383.925,1342369.883,130779.5234,130779,1
133.0648847,133.0647736,133.0649261,145.873,140.023,150.275,414283.9779,414272.2613,40446.33594,40445,1
133.0649,133.0648499,133.0649414,624.478,619.176,629.668,662348.0335,662336.23,71970.42188,71969,1
133.0649017,133.0648346,133.0649872,559.67,550.487,568.794,3603840.233,3006707.743,1108494.625,35,1
133.064903,133.0648804,133.0649109,176.703,172.546,180.673,322033.0337,322023.5522,42373.34375,42372,1
133.0649035,133.0648651,133.0649414,376.029,373.086,382.133,836042.8118,836032.2569,97163.67188,97163,1
133.064904,133.0648651,133.0649414,201.225,197.011,205.795,326313.7679,326303.5199,34452.40234,34451,1
133.0649065,133.0648804,133.0649567,73.4959,68.0904,81.4574,585252.371,585237.6673,57269.38281,57268,1
133.0649097,133.0648499,133.0649414,487.644,483.591,493.189,686127.7537,686116.7846,82279.57813,82279,1
133.0649104,133.0648956,133.0649261,126.644,122.386,131.095,344165.8426,344155.6821,38834.14063,38833,1
133.064912,133.0648651,133.0649261,416.074,405.849,431.597,13291950.32,13291923.14,1630738.375,1630737,1
133.0649128,133.0648499,133.0649414,403.077,397.017,410.152,3242104.958,3242090.364,485259.9688,485259,1
133.0649137,133.0648804,133.0649567,88.1191,81.4574,93.5269,504463.1213,504449.7107,44326.71875,44326,1
133.0649162,133.0648956,133.0649414,184.744,180.673,188.704,329327.2536,329317.8841,42742.91016,42742,1
133.0649178,133.0648346,133.0650024,507.677,502.317,512.776,817926.9185,817915.1521,83015.10156,80880,1
133.0649199,133.0649109,133.0649261,21.2041,16.7312,27.251,471062.8074,471050.7848,43999.79688,43999,1
133.0649251,133.0649109,133.0649567,292.334,287.721,296.809,337306.2705,337295.6678,37911.35938,37910,1
133.0649261,133.0649109,133.0649567,268.03,263.447,274.137,369988.8191,369976.6019,33562.85156,33562,1
133.0649265,133.0649109,133.0649414,157.729,150.275,162.19,447093.413,447080.0086,37280.47656,37279,1
133.0649275,133.0648956,133.0649414,135.577,131.095,140.023,358526.253,358515.837,42601.66016,42601,1
133.0649285,133.0649109,133.0649414,327.255,321.053,333.036,1059899.287,1059885.806,140569.625,140569,1
133.0649289,133.0649109,133.0649414,254.5,245.434,263.447,698554.2987,698534.7846,44697.95313,44697,1
133.064929,133.0649109,133.0649414,386.608,382.133,397.017,1438531.449,1438515.076,192488.4688,192487,1
133.064929,133.0649109,133.0649414,225.71,218.131,236.253,602796.4336,602776.8015,33369.83203,33369,1
133.0649296,133.0648651,133.0650635,478.212,475.428,483.591,705457.1527,705447.6292,111196.5234,111196,1
133.0649307,133.0648804,133.0649719,460.526,457.74,466.108,667708.1018,667698.3392,77077.14063,77076,1
133.0649328,133.0649109,133.0649414,340.542,333.036,345.011,559574.191,559560.7191,47379.16016,47378,1
133.064935,133.0649109,133.0649719,165.111,162.19,172.546,370487.3419,370475.5064,33613.12109,32802,1
133.0649355,133.0649261,133.0649414,283.114,274.137,287.721,479222.6193,479207.5259,36488.17578,36487,1
133.064938,133.0649261,133.0649567,212.035,205.795,218.131,421584.9805,421571.1025,34253.32031,34252,1
133.064938,133.0649261,133.0649567,349.421,345.011,355.518,470040.1963,470028.1883,42840.61719,42840,1
133.0649453,133.0649261,133.0649719,313.454,308.973,321.053,515998.6097,515985.0197,43116.86328,43116,1
133.0649454,133.0648041,133.065033,368.686,365.837,373.086,642664.5577,642655.8589,86560.07813,86559,1
133.0649478,133.0648041,133.0650635,472.867,449.422,487.644,2830506.924,2830467.337,129271.3203,129270,1
133.0649501,133.0649261,133.0649719,497.112,493.189,502.317,918373.5609,918363.1289,137335.4844,137334,1
133.0649585,133.0649414,133.0649719,359.852,355.518,365.837,660182.3311,660170.5379,77811.69531,77811,1
133.0649666,133.0649414,133.0650177,439.032,431.597,448.011,1433205.483,1433187.576,101434.25,101433,1
133.0649756,133.0649567,133.0650024,302.973,296.809,308.973,469018.2558,469004.5713,39398.14063,39397,1
133.0649815,133.0648346,133.0650787,603.674,597.285,610.191,1638678.44,1638664.243,211980.8438,211980,1
133.0683175,133.0682983,133.0683289,494.542,490.349,504.909,301335.1328,296882.1508,40342.80859,32,1
133.0761012,133.0760193,133.0762024,1697.23,1693.12,1701.27,265287.4412,265277.9329,49005.125,49004,1
133.0761023,133.0760651,133.0761719,1689.02,1682.32,1693.12,320981.2675,320969.1175,45492.94141,45492,1
133.076122,133.0760651,133.0761719,1744.22,1740.19,1746.92,176816.2621,176808.1861,36627.66406,36627,1
133.0761224,133.076004,133.0761871,1655.86,1650.37,1666.49,474036.7024,474019.2391,60528.63281,60528,1
133.0761241,133.0760498,133.0761566,1631.54,1622.18,1638.24,443599.7778,443582.3795,53015.70313,53015,1
133.0761253,133.0760956,133.0761566,1765.82,1761.74,1771.29,293765.0559,293754.1416,36967.82422,36967,1
133.0761308,133.0761261,133.0761566,1614.17,1610.2,1616.85,213345.587,213337.607,59933.57031,59933,1
133.0761332,133.0760498,133.0761871,1643.71,1638.24,1650.37,356796.6544,356783.1766,45888.01172,45887,1
133.0761412,133.0761261,133.0761566,1709.48,1701.27,1713.5,379184.1777,379170.5888,34644.48828,34643,1
133.0761431,133.0760956,133.0761871,1736.17,1728.24,1740.19,317868.7435,317855.4658,38002.90625,38002,1
133.076147,133.0761261,133.0761719,1778.2,1771.29,1785.08,325845.8331,325832.0431,36556.05078,36555,1
133.0761551,133.0760803,133.0762177,1677.02,1673.12,1682.32,238246.023,238235.5087,42899.57813,42899,1
133.0761591,133.0761261,133.0761871,1717.55,1713.5,1722.87,285100.0854,285089.3768,31721.85547,31721,1
133.076172,133.0761566,133.0761871,1754.99,1750.96,1761.74,307357.948,307345.8205,31327.34375,31326,1
133.0860368,133.0859985,133.0861511,73.4959,68.0904,81.4574,488304.1804,432065.9305,61168.05078,20,1
133.8750574,133.8750305,133.8750916,682.855,676.423,687.857,7152047.794,7130373.887,891893.0625,132,1
133.8974481,133.8973236,133.8975372,78.7878,73.4959,84.0715,225321.7203,222584.4187,30656.51758,51,1
133.8975272,133.8974762,133.8975983,69.4534,63.7664,73.4959,111860.2339,109621.7414,20736.3457,35,1
133.9314615,133.9314423,133.9314728,246.928,237.878,258.953,4331427.613,4285120.29,519573.7188,178,1
133.949159,133.9490051,133.9493103,150.275,144.444,156.156,125579.2188,124564.4375,15121.46777,34,1
133.9536041,133.9535675,133.9536438,1782.44,1778.2,1785.08,41586.97834,41581.47434,11957.20801,11956,1
133.9657211,133.9656982,133.9657593,257.473,249.886,263.447,124521.3979,124507.8369,16704.94922,16704,1
133.9657563,133.9657135,133.9657745,236.253,228.829,249.886,243480.7865,243459.7295,20283.31055,20282,1
133.9855494,133.9855194,133.9855652,246.928,239.371,257.473,155301.5051,148811.7204,15488.02246,15,1
134.0320119,134.0318909,134.0321503,313.454,308.973,318.068,75871.1554,68971.2136,16533.56055,10,1
134.0462489,134.0462036,134.0462799,12.3449,7.89124,15.2736,9675.514046,9669.608158,1999.101929,1998,1
134.0682648,134.0681915,134.0682983,403.077,397.017,410.152,311502.0735,282882.3181,44350.01172,19,1
134.0682781,134.0682678,134.0682831,416.074,410.152,421.649,940221.2342,914857.371,174363.9531,76,1
134.9000093,134.8999786,134.900116,65.1628,60.7913,68.0904,15443.49726,15437.65798,6043.659668,6043,1
134.9194666,134.9194183,134.9194946,246.928,239.371,254.5,254560.1765,254124.3739,30535.67188,182,1
134.9308661,134.9308319,134.9308929,245.434,239.371,254.5,99376.04283,99362.42673,15383.2002,15382,1
134.9344981,134.9344635,134.9345551,1794.06,1790.22,1798.07,909952.283,904312.9309,170635.4375,66,1
134.9375523,134.9374084,134.9377136,27.251,19.7581,34.4837,203995.1418,203978.9436,21202.47656,21201,1
134.9375998,134.937439,134.9376984,53.4416,50.4743,57.8986,103050.2352,103041.3261,16198.53418,16198,1
134.9376137,134.9375,134.9376831,38.8285,34.4837,44.6098,164158.9382,164147.3655,24717.65625,24717,1
134.9376176,134.9373932,134.9377441,9.30961,1.97136,15.2736,220628.1813,220613.4011,24872.14063,24871,1
134.9376474,134.9375763,134.9377441,73.4959,66.5575,77.5303,121615.6887,121604.7159,29805.8457,29805,1
134.9376646,134.9376373,134.9376984,62.3624,57.8986,66.5575,123153.6836,123143.5815,19813.18164,19812,1
134.9570383,134.9570007,134.9571533,349.421,342.034,357.011,64461.71681,63649.68524,8250.334961,33,1
134.9740354,134.9740143,134.9740601,1782.44,1776.82,1786.37,469755.2458,438368.9926,89340.71875,15,1
134.9864978,134.9864807,134.9865265,1107.51,1100.88,1112.76,10222011.52,10064691.24,1187484.375,60,1
134.9865111,134.986496,134.9865265,1166.53,1157.4,1171.72,10897066.44,10710882.43,798617.5,40,1
134.9865236,134.9865112,134.9865265,1140.47,1135.2,1149.58,15686882.67,15499918.56,1286317.875,65,1
134.9865491,134.986496,134.9867249,1118.08,1112.76,1122.11,7691898.048,7564543.528,1093506,55,1
135.0260091,135.0259552,135.0260468,66.5575,62.3624,70.8255,65907.00697,65899.95439,14006.94629,14006,1
135.028254,135.0281372,135.0283356,69.4534,62.3624,72.296,105029.0426,105020.5281,18320.44336,18319,1
135.028898,135.028656,135.0290222,99.0977,89.4777,103.29,421283.7072,419742.0171,49506.46484,100,1
135.0289253,135.0288239,135.0289917,74.7909,70.8255,78.7878,688108.1529,687300.2169,257164.7656,677,1
135.0289291,135.0289001,135.0289764,82.7537,78.7878,89.4777,970109.4454,968889.1512,197060.1406,519,1
135.0440693,135.0440063,135.0442047,46.0382,43.2113,50.4743,3033118.634,3033109.919,370717.3438,370716,1
135.044075,135.0440369,135.0442047,28.6801,24.2186,34.4837,4070631.133,4070619.402,396503.5313,396503,1
135.0440792,135.0439453,135.0442657,512.776,507.677,518.022,3236481.702,3236470.064,377747.8125,377747,1
135.0440849,135.0439606,135.0441895,482.287,476.893,487.644,3342591.1,3342579.005,314780.0938,314779,1
135.0440894,135.0440369,135.0441437,541.568,536.126,546.652,3283062.525,3283050.683,394711.3125,394710,1
135.0441023,135.0440216,135.04422,117.87,112.024,123.793,5005627.306,5005614.066,446911.875,446911,1
135.0441092,135.0440674,135.0441437,640.148,636.291,645.371,1868237.605,1868227.228,241253.1563,241252,1
135.0441112,135.0440674,135.0442505,551.88,546.652,555.717,2016121.337,2016112.272,259673.7188,220677,1
135.0441207,135.0439758,135.0442047,12.3449,0.323114,33.0785,11583985.39,11583952.63,396503.5313,387523,1
135.0441355,135.0439911,135.04422,101.917,97.7155,106.084,3635270.342,3635260.578,420955.2813,420954,1
135.0441367,135.0440063,135.04422,54.8626,50.4743,59.3244,3675308.893,3675298.567,390170.875,390170,1
135.044142,135.0441132,135.0441589,675.116,671.221,679.056,1300838.592,1300830.757,214708.1563,214707,1
135.0441466,135.0440826,135.0441895,667.39,659.52,671.221,2525851.641,2525838.64,252751.4844,252750,1
135.0441521,135.0441132,135.0441895,528.413,523.384,536.126,3814430.765,3814416.749,316247.5938,316247,1
135.0441574,135.0441132,135.0441895,650.551,645.371,659.52,2628807.375,2628791.94,215013.1094,215012,1
135.0441645,135.0441284,135.0441895,572.637,568.794,575.161,1474136.587,1474128.947,213747.5156,213747,1
135.0441657,135.0440521,135.0442047,145.873,138.596,151.818,5309905.388,5309890.697,384755.8438,384755,1
135.0441659,135.0441132,135.0442505,615.292,610.191,619.176,1769774.588,1769764.319,211742.5781,211742,1
135.0441661,135.0440979,135.0441895,421.649,416.074,431.597,3971819.847,3971802.913,275826.0313,275825,1
135.044167,135.0441132,135.04422,625.785,611.477,654.372,8105053.551,8105009.356,254578.0156,254577,1
135.0441691,135.0440063,135.04422,38.8285,34.4837,43.2113,3551200.574,3551190.392,397725.5938,397725,1
135.0441709,135.0441437,135.0442047,407.252,399.98,416.074,4005030.649,4005013.092,248394.1719,248393,1
135.0441783,135.0440063,135.0442505,500.971,498.423,507.677,2607095.916,2607085.34,282800.4688,282799,1
135.0441804,135.0441437,135.0442505,633.695,629.668,636.291,1472268.002,1472260.054,202520.4531,202519,1
135.0441808,135.0441437,135.0442047,564.751,557.074,573.877,3364567.023,3364550.22,217476.7188,217476,1
135.0441861,135.0440674,135.04422,156.156,151.818,162.19,4029748.61,4029736.756,366980.875,366980,1
135.0441868,135.0441589,135.0442047,76.1189,59.3244,103.29,17586313.2,17586267.86,464906.4375,464905,1
135.0441894,135.0441589,135.0442352,584.165,580.326,594.563,3145329.205,3145313.674,252922.9375,252922,1
135.0441902,135.0441284,135.04422,373.086,367.323,379.147,4482158.898,4482145.596,536274.5625,536274,1
135.0441958,135.0441742,135.0442047,92.1839,88.1191,97.7155,4235161.047,4235150.08,427085.125,427084,1
135.0441975,135.0441589,135.0442505,599.828,594.563,604.989,2207561.613,2207549.884,228412.0625,228411,1
135.0441987,135.0441895,135.0442047,246.928,240.865,251.379,3771523.455,3771511.439,323893.4063,323892,1
135.0442013,135.0441742,135.0442352,462.07,456.215,467.552,4015529.263,4015516.509,405477.125,405476,1
135.0442015,135.0441895,135.0442047,186.084,182.154,188.704,2921873.903,2921866.043,397528.9688,397528,1
135.0442048,135.0441895,135.04422,129.647,123.793,132.68,3698379.02,3698368.652,385579.4063,385578,1
135.0442048,135.0441895,135.04422,254.5,251.379,261.953,3797058.021,3797045.936,324204.125,324203,1
135.0442052,135.0441895,135.04422,287.721,281.622,293.828,5529679.603,5529665.871,498557.9063,498557,1
135.0442075,135.0442047,135.04422,21.2041,16.7312,24.2186,3134588.498,3134579.513,373519.2813,373518,1
135.0442075,135.0441895,135.04422,63.7664,59.3244,69.4534,4192728.487,4192716.911,384847.9063,384847,1
135.0442077,135.0442047,135.04422,166.578,162.19,173.879,4454109.933,4454096.783,369943.5938,369943,1
135.0442078,135.0442047,135.04422,215.013,208.914,219.62,3769281.924,3769269.688,325768.5,325768,1
135.044211,135.0441895,135.04422,234.759,231.771,240.865,3248784.846,3248774.236,315215.9063,315215,1
135.0442136,135.0441895,135.04422,337.552,333.036,343.528,3252794.97,3252782.979,283092.9375,283092,1
135.0442137,135.0442047,135.04422,199.755,195.5,208.914,4888413.112,4888398.208,351019,349472,1
135.0442138,135.0442047,135.04422,178.045,173.879,182.154,3362236.627,3362226.973,374754.6875,374754,1
135.0442168,135.0442047,135.0442352,327.255,322.676,333.036,3199384.774,3199372.934,281063.0625,281062,1
135.0442169,135.0442047,135.0442352,224.216,219.62,231.771,4307944.058,4307930.388,342070.25,342069,1
135.0442172,135.0442047,135.0442352,268.03,261.953,274.137,4469066.594,4469052.887,339220.2813,338745,1
135.0442232,135.0442047,135.0442352,394.094,379.147,399.98,5397273.041,5397250.719,267800.0313,267799,1
135.0442235,135.0440826,135.044281,450.805,446.416,456.215,2447161.227,2447150.028,240108.8594,240108,1
135.0442259,135.0442047,135.0442352,350.905,343.528,367.323,7094305.226,7094279.944,334131.0313,334130,1
135.0442318,135.0442047,135.044281,494.542,487.644,498.423,3101956.199,3101944.072,300567.0625,300566,1
135.04424,135.0440979,135.0442963,472.867,467.552,476.893,3466894.302,3466883.627,367396.3125,367395,1
135.044251,135.0442352,135.044281,302.973,293.828,308.973,5470404.527,5470387.867,396594.375,396593,1
135.0442884,135.0442352,135.044342,440.444,431.597,446.416,3547500.566,3547484.266,240298.5313,240298,1
135.0466932,135.0466461,135.0467682,1366.21,1362.3,1368.86,31906.08853,31900.84053,6445.756836,6445,1
135.0468414,135.0467224,135.0470581,1430.38,1427.75,1434.31,33348.63125,33343.38325,7895.674805,7895,1
135.0469479,135.0467224,135.0469971,1258.77,1253.46,1261.37,64523.55396,64516.9623,13909.08594,13908,1
135.0654267,135.0653381,135.065506,74.7909,69.4534,80.123,159662.7184,153155.2555,33235.94141,26,1
135.0717007,135.0716553,135.0717468,414.643,411.598,418.96,25317.93346,25149.82612,5340.093262,32,1
135.0804017,135.0802765,135.0805817,514.056,507.677,516.753,1036079.005,1036068.633,135393.4063,135392,1
135.0804329,135.080368,135.0805206,695.356,691.578,701.753,1676436.001,1647274.82,253548.2188,23,1
135.0804467,135.080368,135.0804901,542.824,538.857,545.388,555025.9017,555018.0645,103313.1875,103312,1
135.0804671,135.0803375,135.0805817,12.3449,3.40886,18.3252,501783.4168,501767.0089,35192.32031,35191,1
135.0804722,135.0803986,135.0805359,547.939,541.568,559.67,1193245.626,1193228.817,103313.1875,81005,1
135.0804761,135.080368,135.0805969,43.2113,34.4837,53.4416,625124.9238,625104.5076,41557.31641,41556,1
135.0804787,135.0804443,135.0805054,183.452,180.673,187.427,185528.7708,185520.666,27586.32813,27585,1
135.0804904,135.0803833,135.0805969,112.024,109.087,116.333,228099.99,228091.2948,31949.92773,31949,1
135.080499,135.080368,135.0805969,37.4038,33.0785,40.2569,264929.8748,264921.2607,41431.36328,41430,1
135.0805364,135.0803986,135.0805817,22.7592,18.3252,33.0785,491719.245,491703.0164,32793.40625,32792,1
135.0805366,135.0804596,135.0806122,534.856,530.916,538.857,739692.5745,739683.31,113038.8594,113038,1
135.0805382,135.0804291,135.0805817,191.402,187.427,195.5,232206.0957,232196.6772,31859.34766,31858,1
135.0805395,135.0805054,135.0805664,407.252,401.477,414.643,930285.6452,930271.0163,78191.875,78191,1
135.0805396,135.0805206,135.0805817,202.815,195.5,207.421,315302.2048,315288.7937,25656.06836,24401,1
135.0805416,135.0804901,135.0806274,81.4574,77.5303,85.41,253152.0607,253142.8677,34070.32813,34069,1
135.0805431,135.0804443,135.0805817,145.873,138.596,150.275,363545.6542,363532.5153,34367.14453,34366,1
135.0805445,135.0805206,135.0805664,92.1839,85.41,97.7155,425407.2504,425393.5776,39578.01172,39577,1
135.0805452,135.0805359,135.0805664,219.62,216.507,225.71,255502.7452,255492.0084,26286.35742,26285,1
