mz,mzmin,mzmax,rt,rtmin,rtmax,into,intb,maxo,sn,sample
107.9570947,107.9569931,107.957222,681.608,676.423,689.106,1794178.152,1754479.972,339945.9375,42,1
107.9571473,107.9571152,107.9571991,694.131,689.106,703.055,1600542.536,1552912.573,174844.2656,21,1
107.9613222,107.9612198,107.9613495,349.421,342.034,357.011,43881.53755,43868.05825,7093.677734,7093,1
107.9652615,107.9652023,107.9652863,349.421,343.528,357.011,63914.7188,63902.73391,9061.145508,9060,1
108.0054911,108.005394,108.0055389,78.7878,65.1628,96.252,585879.6443,571938.6571,35017.86719,51,1
108.0188431,108.0187607,108.018898,107.645,103.29,114.887,19333.95777,19023.95516,4537.963867,18,1
108.0416277,108.0416183,108.0416336,82.7537,80.123,88.1191,1010586.312,1010576.984,143182.0156,143181,1
108.0416406,108.0416183,108.0416565,74.7909,69.4534,80.123,1405266.154,1405255.485,169836.2188,169835,1
108.0443058,108.044281,108.0443192,73.4959,68.0904,82.7537,3544197.767,3322987.107,437374.375,37,1
108.0523367,108.0522308,108.0524445,427.248,421.649,433.214,70998.89486,58522.60981,16573.58203,13,1
108.0523722,108.0523605,108.0523911,330.143,322.676,337.552,2041873.897,2017621.376,266789.6563,244,1
108.0524133,108.0523529,108.0524368,192.835,188.704,201.225,728222.2051,713993.0539,76296.21094,71,1
108.0524231,108.0523911,108.0524445,178.045,171.01,183.452,596921.4313,582782.0576,82875.1875,77,1
108.923373,108.9232941,108.9234085,579.008,575.161,584.165,649397.5822,641223.2227,145225.5,43,1
108.9234405,108.9234161,108.9234619,359.852,354.024,365.837,276883.6413,275716.637,52904.36719,132,1
108.9577019,108.9576874,108.9577255,349.421,342.034,357.011,269362.0681,268445.1132,37399.93359,115,1
108.995043,108.9950256,108.9950562,1794.06,1790.22,1798.07,729139.722,721890.3602,114278.4609,30,1
109.0105572,109.010498,109.0106735,405.849,401.477,410.152,120545.7832,115421.9726,28465.68359,28,1
109.0105688,109.0103378,109.0106277,503.622,499.67,510.26,276802.4109,264821.3132,74708.76563,27,1
109.0106173,109.0105743,109.0108261,319.559,314.948,328.714,40547.16532,39242.35998,5993.464844,20,1
109.0282011,109.0281372,109.0283279,4.84611,0.323114,10.7544,583010.2384,582999.8071,64756.75,64756,1
109.0282082,109.0281601,109.0283356,31.4972,25.6582,34.4837,566670.7493,566660.4528,61231.55859,61231,1
109.0282161,109.0281525,109.0283279,46.0382,43.2113,50.4743,459680.4562,459671.7406,58665.1875,58664,1
109.0282786,109.0281982,109.0283356,122.386,116.333,126.644,1042365.987,1042354.203,98159.04688,98158,1
109.0282896,109.0282059,109.0283203,486.277,482.287,493.189,574844.3503,574832.0856,52267.64844,52267,1
109.0282901,109.0281677,109.0283661,56.2899,50.4743,68.0904,1031882.738,1031863.654,69059.95313,55594,1
109.0282908,109.0281525,109.0283356,368.686,362.892,374.535,555509.7643,555496.6659,48521.40625,48520,1
109.0283026,109.0281372,109.0283813,478.212,470.135,490.349,1035864.03,1035842.468,58279.3125,58278,1
109.0283034,109.0281601,109.0283508,38.8285,34.4837,43.2113,560375.4622,560365.28,67600.61719,67600,1
109.0283061,109.0281982,109.0283508,452.168,446.416,456.215,432044.0043,432032.8054,43261.65625,43261,1
109.0283147,109.0282135,109.0283508,154.71,150.275,159.159,755999.3998,755989.0351,83429.38281,83428,1
109.0283171,109.0282135,109.0283813,498.423,493.189,503.622,588515.0384,588503.3013,69830.15625,69829,1
109.0283237,109.0283127,109.0283432,21.2041,16.7312,25.6582,576371.6562,576361.2414,60134.97656,60134,1
