mz,sn,,mz,sn,,,,mzmin,mzmax,rt,rtmin,rtmax,into,intb,maxo,,sample
163.1114837,2762214,,143.049337,70535,-122996.5313,#N/A,,163.1114502,163.1115265,500.971,489.009,504.909,22888835.25,22888818.02,2562559.75,,1
163.1114873,15004,,143.0493382,86272,-122996.5429,#N/A,,163.1114502,163.1115265,261.953,257.473,266.423,124926.0724,124915.6307,15005.23145,,1
163.1114969,46091,,143.0493504,75923,-122996.52,#N/A,,163.1114655,163.111557,450.805,444.923,454.889,428499.7822,428488.3925,46091.69141,,1
163.111508,15076,,143.0493511,83158,-122996.5756,#N/A,,163.1114655,163.1115265,322.676,316.44,330.143,192505.1146,192489.889,15077.29395,,1
163.1115093,2762214,,143.0493596,1781789,-122996.5302,#N/A,,163.1114807,163.1115265,506.228,502.317,510.26,20562345.44,20562336.17,2762214.75,,1
163.1115104,123170,,143.0493618,85766,-122996.5227,#N/A,,163.1114502,163.1115417,560.934,555.717,567.47,1087230.624,1087217.565,123170.5313,,1
163.1115164,70498,,143.0493661,86523,-122996.5286,#N/A,,163.1114655,163.1116028,582.886,579.008,586.701,468436.4764,468428.7834,74059.21094,,1
163.1116379,726699,,143.0493669,180919,-122997.1773,#N/A,,163.111496,163.1117249,471.416,466.108,476.893,3643825.398,3643813.265,726700.1875,,1
163.8625,416170,,143.0493681,71227,-127015.833,#N/A,,163.8625,163.8626,686.586,682.855,689.106,1208065,1208060,416171.5,,1
163.8874383,89,,143.0493713,60948,-127148.6529,#N/A,,163.8873901,163.8874664,478.212,475.428,483.591,213565.4288,212772.4758,60394.80078,,1
163.8908911,3395,,143.0493763,59011,-127167.0115,#N/A,,163.8908691,163.8909149,452.168,448.011,454.889,14232.01923,14226.51683,3396.243408,,1
163.9026,105,,143.0493768,74109,-127229.3617,#N/A,,163.9025,163.9026,686.586,677.831,692.854,7353559,7301091,936244,,1
163.9217844,57655,,143.0493774,57939,-127331.5018,#N/A,,163.9217529,163.921875,597.285,594.563,602.399,156376.6725,156370.1425,57656.39063,,1
163.9290782,40969,,143.0493784,87172,-127370.3242,#N/A,,163.9289856,163.929184,560.934,558.359,564.751,136854.1307,136849.0171,40970.26563,,1
163.9415858,13,,143.0493794,62818,-127436.8935,#N/A,,163.9415283,163.9416504,333.036,325.65,340.542,397116.8234,379795.7283,40979.82031,,1
163.9641,9301,,143.0493806,60079,-127556.6992,#N/A,,163.9641,163.9641,1280.04,1275.94,1282.68,34794.35,34788.96,9301.641,,1
163.9763324,38,,143.0493834,54185,-127621.7657,#N/A,,163.976181,163.9764099,74.7909,70.8255,78.7878,196457.1546,191562.6486,51389.47656,,1
163.9832558,6621,,143.0493835,61899,-127658.597,#N/A,,163.9831848,163.9833527,261.953,255.99,269.523,42018.54173,42006.5124,6621.754395,,1
163.9924,20,,143.0493861,61518,-127707.2225,#N/A,,163.9924,163.9926,1030.11,1026.34,1035.26,749381.6,691323.1,194827,,1
163.9924,12,,143.0493873,66907,-127707.2151,#N/A,,163.9923,163.9925,1072.08,1065.54,1078.69,480552.5,453281.7,84536.63,,1
164.0123561,10,,143.0493927,55040,-127813.3179,#N/A,,164.0122986,164.0123901,364.386,358.445,368.686,29510.69377,28474.39074,4645.462891,,1
164.0242274,22,,143.0493946,174295,-127876.4309,#N/A,,164.0241394,164.0244904,427.248,423.011,434.687,149450.4559,142725.071,20075.70313,,1
164.0675331,4210,,143.0493954,92026,-128106.6236,#N/A,,164.067337,164.0677643,334.473,330.143,337.552,15622.70884,15616.78164,4211.256348,,1
164.0784238,28,,143.0493987,56830,-128164.4748,#N/A,,164.0783844,164.0784607,421.649,416.074,425.732,335013.7566,271580.4095,54845.07422,,1
164.0784719,54,,143.0493988,64355,-128164.7304,#N/A,,164.0784149,164.0785522,398.487,392.622,404.471,531435.3695,454827.6205,100580.8828,,1
164.0828654,15,,143.0493998,81291,-128188.0688,#N/A,,164.0825653,164.0829926,514.056,510.26,519.313,850822.672,699970.8926,229781.3281,,1
164.0828799,212,,143.0494001,119437,-128188.1436,#N/A,,164.08284,164.082901,573.877,568.794,579.008,12021163.93,11878051.63,3326087.5,,1
164.0828966,14,,143.0494008,83598,-128188.228,#N/A,,164.0827179,164.0829926,430.104,424.395,436.136,781740.8901,672470.2392,133073.6094,,1
164.0829,28,,143.0494035,319411,-128188.2299,#N/A,,164.0828,164.0829,846.739,842.923,853.11,3544661,3408000,688039.8,,1
164.0829,13,,143.0494213,90227,-128188.1217,#N/A,,164.0828,164.083,859.615,853.11,864.845,2120499,1945578,330288.5,,1
164.083,29,,143.0494287,89707,-128188.6077,#N/A,,164.0829,164.083,786.612,781.386,791.741,2031655,1826093,500571.8,,1
164.1067,1622936,,143.04951,104051,-128314.0174,#N/A,,164.1067,164.1068,667.39,662.122,673.83,7945265,7945252,1622937,,1
164.1067945,73,,143.0526113,14,-128295.6217,#N/A,,164.1067352,164.1069946,500.971,495.834,506.228,586308.3814,572782.6907,169462.3438,,1
164.1147935,115,,143.0703414,371689,-128230.0737,#N/A,,164.1147156,164.1148224,515.345,510.26,520.625,3640605.576,3607142.63,555360.5,,1
164.1148068,52,,143.0703545,405278,-128230.0647,#N/A,,164.1147919,164.1148529,498.423,493.189,502.317,1798397.47,1768460.357,250010.6563,,1
164.1148524,73,,143.0703813,384645,-128230.1433,#N/A,,164.1148071,164.1148682,504.909,502.317,510.26,2457713.379,2431119.99,353077.0938,,1
164.8589,995724,,143.0704163,374069,-132164.4368,#N/A,,164.8589,164.859,686.586,680.351,692.854,5449660,5449649,995724.9,,1
164.9171772,10809,,143.0704212,363034,-132471.076,#N/A,,164.917038,164.9172363,307.482,301.391,313.454,65192.89684,65182.34172,10809.96973,,1
164.9230382,4300,,143.0704252,382366,-132501.8827,#N/A,,164.9229431,164.9230957,243.956,239.371,246.928,25022.17421,25016.12861,4301.450684,,1
164.9269788,25871,,143.0704287,353864,-132522.5883,#N/A,,164.9269257,164.927002,13.7897,3.40886,18.3252,343769.3628,343752.9548,26561.73828,,1
164.9269886,80521,,143.0704419,300522,-132522.5595,#N/A,,164.9269714,164.9270172,421.649,416.074,427.248,799502.1225,799489.5517,80521.65625,,1
164.9269905,21355,,143.0704506,132774,-132522.5169,#N/A,,164.9268951,164.9270935,47.6245,43.2113,50.4743,134572.1153,134563.3997,21355.6582,,1
164.9269932,28006,,143.0704557,342971,-132522.5004,#N/A,,164.9269257,164.927124,107.645,82.7537,117.87,615290.7868,615254.2658,28006.56445,,1
164.9269933,65138,,143.0704679,345040,-132522.4268,#N/A,,164.9269562,164.9270172,186.084,182.154,190.05,400837.7232,400828.5112,65139.4375,,1
164.9269938,25386,,143.0704703,772999,-132522.4149,#N/A,,164.9269257,164.9270325,123.793,119.337,128.213,209201.316,209190.9607,25386.69336,,1
164.9269952,69408,,143.0704709,314571,-132522.4186,#N/A,,164.9269562,164.9270172,195.5,190.05,199.755,528240.7156,528229.6242,69408.6875,,1
164.9270044,20790,,143.0704712,1108206,-132522.4652,#N/A,,164.9269104,164.9271088,54.8626,50.4743,59.3244,183607.5582,183597.2331,20790.52539,,1
164.9270136,42637,,143.0704759,136891,-132522.4855,#N/A,,164.927002,164.9270325,168.139,159.159,175.23,603278.9478,603261.4158,44297.51172,,1
164.927017,24870,,143.0704828,416319,-132522.4611,#N/A,,164.9269714,164.927063,132.68,128.213,137.141,229568.608,229558.192,24870.68555,,1
164.9270218,74347,,143.0704859,118726,-132522.4675,#N/A,,164.9269714,164.9270935,328.714,324.17,333.036,580810.6095,580800.2658,74347.60156,,1
164.9270286,55306,,143.0704923,226061,-132522.465,#N/A,,164.9269714,164.9270782,178.045,175.23,182.154,342686.0673,342677.7585,55306.69922,,1
164.9270341,19473,,143.0704923,156101,-132522.4932,#N/A,,164.9269867,164.9271545,88.1191,84.0715,90.8398,101521.7372,101513.6152,19473.77344,,1
164.9270352,40168,,143.0704932,212831,-132522.4935,#N/A,,164.9269409,164.9271088,70.8255,65.1628,77.5303,320200.9976,320187.256,40169.26172,,1
164.9270364,69025,,143.0704952,249295,-132522.4879,#N/A,,164.9269867,164.927063,237.878,231.771,248.422,1030057.007,1030038.843,69026.07813,,1
164.9270375,22325,,143.0704956,238146,-132522.4913,#N/A,,164.9269714,164.927124,94.8964,90.8398,101.917,198820.2269,198807.7651,23039.06055,,1
164.9270401,27411,,143.0704957,245186,-132522.5046,#N/A,,164.9270172,164.9270477,62.3624,59.3244,65.1628,154693.7561,154686.4581,27412.23438,,1
164.9270422,24564,,143.0704986,204142,-132522.4976,#N/A,,164.927002,164.9271393,22.7592,18.3252,25.6582,163964.7213,163955.9217,24565.26953,,1
164.9270422,33981,,143.070499,153359,-132522.4954,#N/A,,164.927002,164.9270782,148.854,143.017,151.818,277441.6468,277431.379,33982.34766,,1
164.927043,71081,,143.0704993,150125,-132522.4978,#N/A,,164.9269562,164.927124,357.011,352.529,361.292,605099.0533,605088.8298,71082.125,,1
164.9270441,25058,,143.0705013,378256,-132522.491,#N/A,,164.9270172,164.9270782,35.8289,31.4972,43.2113,234560.0726,234546.8942,25059.02148,,1
164.9270516,84037,,143.0705017,311192,-132522.5283,#N/A,,164.9270172,164.9270782,268.03,263.447,275.52,873414.2584,873400.6762,84038.39063,,1
164.9270524,80571,,143.0705018,351701,-132522.5322,#N/A,,164.9270172,164.9271088,407.252,403.077,416.074,887414.8409,887400.3998,80572.26563,,1
164.9270534,87954,,143.0705018,235172,-132522.5373,#N/A,,164.9270172,164.9271088,258.953,245.434,272.643,1805926.813,1805898.093,87955.21875,,1
164.9270536,84925,,143.070502,223084,-132522.5374,#N/A,,164.9270325,164.9270782,394.094,388.232,403.077,921695.8497,921679.5202,84926.33594,,1
164.9270592,78593,,143.0705045,186350,-132522.5516,#N/A,,164.9270325,164.9270935,346.452,342.034,352.529,788294.5014,788282.5071,78593.82031,,1
164.9270599,78593,,143.0705052,179743,-132522.5508,#N/A,,164.9270325,164.9270935,342.034,325.65,371.538,2827208.8,2827161.432,78593.82031,,1
164.9270605,77482,,143.0705073,353864,-132522.5415,#N/A,,164.9270325,164.9270782,280.129,275.52,284.608,694392.6794,694382.0768,77483.46094,,1
164.9270639,63857,,143.070514,180438,-132522.5188,#N/A,,164.9270172,164.9271088,249.886,245.434,253.005,517695.3506,517686.2654,63858.375,,1
164.9270676,87337,,143.0705168,164419,-132522.521,#N/A,,164.9269409,164.927124,431.597,427.248,436.136,658098.5643,658088.195,87338.21875,,1
164.9270718,77344,,143.0705245,136749,-132522.497,#N/A,,164.9270325,164.9270935,307.482,301.391,313.454,827669.4775,827655.9066,77344.8125,,1
164.9270764,56230,,143.0705425,139612,-132522.4116,#N/A,,164.9270477,164.9270935,218.131,213.519,222.724,504831.5949,504820.8557,56230.57031,,1
164.927081,87040,,143.0705453,153332,-132522.419,#N/A,,164.9270477,164.9271088,292.334,284.608,301.391,1218768.754,1218750.445,87040.73438,,1
164.9270818,77211,,143.0858066,33,-132429.8893,#N/A,,164.9270172,164.927124,318.068,313.454,324.17,705593.1961,705580.9493,77212.03125,,1
164.9270827,62282,,143.0883163,23,-132414.6769,#N/A,,164.9270477,164.9271393,227.335,222.724,233.268,649769.8283,649757.778,62282.60156,,1
164.9270848,59234,,143.0889128,468028,-132411.0715,#N/A,,164.9270325,164.9271393,205.795,199.755,213.519,737488.0118,737472.7185,59235.28516,,1
164.9270886,74353,,143.0891173,13,-132409.8515,#N/A,,164.927063,164.927124,440.444,436.136,443.467,499349.553,499340.7558,74353.95313,,1
164.927091,73036,,143.0895397,5629,-132407.3031,#N/A,,164.9270477,164.9271088,380.642,374.535,388.232,892423.2018,892407.9829,73037.14844,,1
164.9270923,91050,,143.1067113,497961,-132303.1937,#N/A,,164.927002,164.9272156,464.805,457.74,470.135,653684.6829,653672.2879,91051.25781,,1
164.9270991,62929,,143.1067185,551427,-132303.1853,#N/A,,164.9270477,164.9272156,365.837,361.292,374.535,731032.2,731017.4855,62929.86328,,1
164.9271,32645,,143.1067346,523717,-132303.0926,#N/A,,164.9271,164.9271,632.43,629.668,636.291,106275.4,106270.1,32645.58,,1
164.9271086,68054,,143.1067412,478676,-132303.0985,#N/A,,164.9270477,164.9271545,448.011,439.032,457.74,1109079.293,1109059.146,74353.95313,,1
164.9335304,46341,,143.1067465,725119,-132336.8504,#N/A,,164.9334869,164.9337311,529.677,527.126,533.561,147691.4848,147686.3368,46342.25,,1
164.9494134,117523,,143.1067595,364216,-132420.3191,#N/A,,164.9493103,164.9495087,615.292,610.191,620.464,608677.3179,608667.0449,117524.1719,,1
164.9495148,36,,143.1067678,448752,-132420.8017,#N/A,,164.9494476,164.9496002,399.98,392.622,405.849,56230.85318,55503.65991,8120.732422,,1
164.9501404,89379,,143.1067691,345276,-132424.0842,#N/A,,164.9500732,164.9501801,553.139,549.228,555.717,287205.9168,287200.7256,89380.02344,,1
164.9501609,29524,,143.1067939,467802,-132424.0419,#N/A,,164.9498749,164.9502716,516.753,514.056,520.625,77576.90829,77571.65309,29524.85352,,1
164.9858,144905,,143.1068138,427502,-132611.3291,#N/A,,164.9857,164.9859,712.106,705.559,717.222,909807.5,909795.8,144905.8,,1
164.9958017,23979,,143.1068237,247890,-132663.8486,#N/A,,164.9956207,164.9959412,405.849,401.477,410.152,83785.67527,83778.4461,23980.05078,,1
165.000235,21,,143.106825,230325,-132687.1442,#N/A,,165.0001678,165.0003052,389.725,383.627,395.536,161559.6443,150917.7647,23240.31055,,1
165.0179767,57,,143.106826,491620,-132780.3863,#N/A,,165.0176544,165.0180969,519.313,506.228,530.916,2660481.232,2472199.014,436552.5313,,1
165.018,89487,,143.1068273,234335,-132780.5011,#N/A,,165.018,165.0181,956.267,951.142,958.834,287685.5,287679.1,89487.76,,1
165.0180019,29,,143.106828,479814,-132780.5067,#N/A,,165.0179596,165.0180817,541.568,536.126,546.652,2003733.7,1891258.137,468033.75,,1
165.0180379,28,,143.1068345,306704,-132780.6566,#N/A,,165.0179749,165.0182495,345.011,334.473,355.518,1393072.122,1146917.834,188391.1094,,1
165.0394,262,,143.1068366,419916,-132892.8932,#N/A,,165.0394,165.0395,832.796,827.742,839.11,202075515,198842391,46341884,,1
165.0395,193,,143.1068386,303526,-132893.4069,#N/A,,165.0395,165.0395,886.907,881.791,892.006,158015649,155074129,34267788,,1
165.0395,81,,143.1068402,315495,-132893.397,#N/A,,165.0395,165.0396,930.631,920.442,939.574,63447237,58223636,14460011,,1
165.0395,69,,143.106847,346922,-132893.3556,#N/A,,165.0394,165.0395,1027.58,1022.53,1032.72,51125343,47086276,13853377,,1
165.0395,31,,143.1068483,449269,-132893.3482,#N/A,,165.0394,165.0395,1792.76,1785.08,1798.07,61480954,56446456,6487662,,1
165.0396,71,,143.1068498,526006,-132893.864,#N/A,,165.0395,165.0396,767.138,762.046,773.557,57449200,54175406,12790233,,1
165.0396,36,,143.1068503,305368,-132893.861,#N/A,,165.0395,165.0396,962.669,957.532,967.796,34144832,31189202,6508328,,1
165.0396,47,,143.1068543,331431,-132893.8373,#N/A,,165.0396,165.0396,996.328,991.021,1001.72,42070237,37965104,9541913,,1
165.0396,46,,143.1068565,323161,-132893.8237,#N/A,,165.0396,165.0396,1055.1,1049.84,1060.26,39803936,35673703,9293660,,1
165.0396,32,,143.1068569,410059,-132893.8214,#N/A,,165.0396,165.0397,1081.21,1075.94,1086.51,31583473,27393784,6653627,,1
165.0396,35,,143.1068572,351144,-132893.8195,#N/A,,165.0396,165.0397,1110.08,1104.79,1116.8,38285788,33608186,7109154,,1
165.0396,43,,143.1068573,439817,-132893.8188,#N/A,,165.0396,165.0397,1141.75,1136.58,1148.32,50389492,45793493,8800417,,1
165.0396,40,,143.1068599,349349,-132893.8032,#N/A,,165.0396,165.0396,1176.91,1171.72,1183.47,51124955,46525042,8097760,,1
165.0396,32,,143.1068634,492598,-132893.7818,#N/A,,165.0396,165.0397,1215.17,1209.96,1221.84,37823638,33172832,6580547,,1
165.0396,22,,143.1068635,334309,-132893.7814,#N/A,,165.0396,165.0397,1257.47,1252.16,1263.98,35424702,30797385,4673698,,1
165.0396,18,,143.1068635,382917,-132893.7812,#N/A,,165.0396,165.0396,1306.37,1299.72,1314.28,35040942,29444600,3899982,,1
165.0396,15,,143.106864,497847,-132893.7783,#N/A,,165.0395,165.0396,1362.3,1356.9,1370.16,29912620,24773479,3267181,,1
165.0543,21,,143.1068652,583178,-132970.9968,#N/A,,165.0542,165.0544,966.497,957.532,976.74,5388892,4610561,938735.8,,1
165.054374,48,,143.1068664,337927,-132971.3781,#N/A,,165.0543518,165.0544281,483.591,478.212,489.009,4559284.908,3848265.924,1068426.875,,1
165.0625,43809,,143.1068665,312643,-133014.0615,#N/A,,165.0624,165.0626,1141.75,1139.21,1147.02,170973.2,170966.7,43810.12,,1
165.0696,198233,,143.1068665,433187,-133051.3521,#N/A,,165.0695,165.0697,660.8,656.921,664.684,769413.7,769405.9,198233.6,,1
165.0696209,146,,143.1068668,394942,-133051.4605,#N/A,,165.0695801,165.0696411,538.857,530.916,544.107,7289048.154,7225504.221,1313837.75,,1
165.0697,181647,,143.1068675,331709,-133051.8717,#N/A,,165.0696,165.0697,669.911,664.684,677.831,984940.1,984926.9,181648.3,,1
165.0862707,42,,143.1068694,242245,-133138.8808,#N/A,,165.0862274,165.086319,573.877,570.089,579.008,1276621.742,1266466.837,392252.9688,,1
165.0906859,14,,143.1068695,461659,-133162.0632,#N/A,,165.0906372,165.0907135,302.973,296.809,308.973,2491846.859,2207534.346,328834.2188,,1
165.0907101,33,,143.1068696,307580,-133162.1898,#N/A,,165.0906982,165.0907288,573.877,568.794,579.008,3034523.672,2795789.044,748595.25,,1
165.0907644,153,,143.10687,374022,-133162.4727,#N/A,,165.090683,165.0908051,368.686,362.892,374.535,17093302.81,16821167.77,3342086.5,,1
165.0908842,31,,143.106872,244253,-133163.0893,#N/A,,165.090744,165.0910645,471.416,462.07,482.287,4781167.272,4333131.722,687785.3125,,1
165.1101,176311,,143.1068728,290889,-133263.9687,#N/A,,165.1099,165.1103,667.39,663.406,673.83,929222.2,929211.8,176312.3,,1
165.1270921,304,,143.1068739,267568,-133353.1516,#N/A,,165.1270752,165.1271362,529.677,525.907,533.561,7043792.823,7003817.069,1256044.875,,1
165.1271248,340,,143.1068785,309949,-133353.2959,#N/A,,165.1271057,165.1271362,512.776,506.228,518.022,9530018.805,9471353.676,1404858.375,,1
165.1271381,182,,143.1068818,279682,-133353.3455,#N/A,,165.1270752,165.1271667,537.556,533.561,542.824,4665443.085,4618051.086,754125.4375,,1
165.8559014,5629,,143.1068839,303429,-137161.339,#N/A,,165.8558197,165.855957,63.7664,60.7913,69.4534,19820.16494,19812.94652,5630.329102,,1
165.9033,15,,143.1068846,247914,-137407.8479,#N/A,,165.9032,165.9033,1095.7,1090.37,1102.21,569461.3,500673.2,106464.7,,1
165.9216,42,,143.1068874,3584728,-137502.9689,#N/A,,165.9216,165.9218,640.148,633.695,645.371,643738.9,630293.7,180188.6,,1
165.9776,19,,143.1068939,225478,-137793.9319,#N/A,,165.9776,165.9777,425.732,420.289,433.214,815776,791398.3,91962.98,,1
165.9777,51,,143.1069077,893976,-137794.3684,#N/A,,165.9777,165.9778,355.518,349.421,361.292,1541885,1519216,247504.2,,1
165.9777,86,,143.1069118,36988771,-137794.3432,#N/A,,165.9776,165.9778,495.834,490.349,500.971,2056578,2036294,415991.4,,1
165.9777,212,,143.8602735,64265,-133255.4103,#N/A,,165.9777,165.9778,522.091,516.753,527.126,4290187,4270378,1021036,,1
165.9777,139,,143.9057316,34,-132981.5293,#N/A,,165.9777,165.9778,595.872,590.581,602.399,4289860,4267570,668460.8,,1
165.9777,331,,143.9057487,29,-132981.4263,#N/A,,165.9777,165.9778,624.478,610.191,641.465,16138901,16083602,1589769,,1
165.9777,121,,143.9278996,77537,-132847.9693,#N/A,,165.9776,165.9777,544.107,538.857,555.717,3648070,3617249,584106.9,,1
165.9777,129,,143.9381312,22,-132786.3249,#N/A,,165.9777,165.9777,633.695,629.668,638.852,3466447,3448630,620921.2,,1
165.9778,834,,143.970005,141,-132594.8106,#N/A,,165.9777,165.9778,454.889,449.422,460.526,14020650,13999445,4004395,,1
165.9778,318,,143.9700487,176,-132594.5478,#N/A,,165.9777,165.9778,560.934,555.717,566.04,7245784,7226071,1527102,,1
165.9778,19,,143.9700543,15,-132594.5138,#N/A,,165.9777,165.978,673.83,665.96,679.056,1059864,1037634,95065.66,,1
165.9882152,14154,,144.0055577,49314,-132435.0496,#N/A,,165.9881439,165.9882965,405.849,403.077,411.598,44601.72226,44594.62143,14155.01758,,1
165.9903327,46192,,144.0064295,178871,-132440.8644,#N/A,,165.9898834,165.990387,475.428,472.867,479.513,142674.0512,142668.7344,46192.78516,,1
166.021342,21,,144.0064395,9460,-132602.8463,#N/A,,166.021286,166.0213928,346.452,340.542,350.905,81716.04182,73853.85403,15207.30176,,1
166.021353,1767,,144.024245,21,-132495.6555,#N/A,,166.0213318,166.0213776,379.147,374.535,382.133,8850.339237,8844.260837,1768.10376,,1
166.0252193,1449,,144.0242581,3809,-132515.7787,#N/A,,166.0249329,166.0253448,347.953,343.528,350.905,7531.44333,7525.54173,1449.666992,,1
166.039,185,,144.044534,97929,-132465.6618,#N/A,,166.039,166.039,832.796,827.742,839.11,21184994,21034907,4991762,,1
166.0391,213,,144.0445749,16627,-132465.9376,#N/A,,166.0391,166.0392,768.391,762.046,773.557,5595625,5576944,1295301,,1
166.0391,170,,144.0445918,18,-132465.8363,#N/A,,166.039,166.0391,886.907,881.791,892.006,15832240,15726954,3341124,,1
166.0391,63,,144.0446308,22145,-132465.6014,#N/A,,166.0391,166.0392,930.631,920.442,939.574,6117527,5913131,1422725,,1
166.0391,84,,144.0527088,94,-132416.9498,#N/A,,166.0391,166.0392,1027.58,1023.83,1032.72,4918075,4813549,1335874,,1
166.0392,47,,144.0527089,57,-132417.4716,#N/A,,166.0391,166.0392,962.669,957.532,969.095,3179294,3123461,569598.6,,1
166.0392,87,,144.0605825,19,-132370.0519,#N/A,,166.0392,166.0392,996.328,991.021,1001.72,4376677,4246108,1016023,,1
166.0392,56,,144.0657302,246,-132339.0488,#N/A,,166.0392,166.0393,1055.1,1049.84,1060.26,3782431,3644600,886369.9,,1
166.0392,45,,144.0659033,1859,-132338.0064,#N/A,,166.0392,166.0393,1081.21,1075.94,1086.51,2911988,2769603,641397,,1
166.0392,50,,144.0736924,25826,-132291.0952,#N/A,,166.0392,166.0392,1110.08,1104.79,1116.8,3871530,3711745,705181.5,,1
166.0392,66,,144.0736939,25588,-132291.0861,#N/A,,166.0392,166.0393,1141.75,1136.58,1148.32,5005560,4849366,924840.4,,1
166.0392,59,,144.0737286,34243,-132290.8772,#N/A,,166.0392,166.0392,1176.91,1171.72,1183.47,5132769,4976442,826532.7,,1
166.0392,46,,144.0737372,84046,-132290.8255,#N/A,,166.0392,166.0393,1215.17,1209.96,1221.84,3757949,3599893,657879.9,,1
166.0392,33,,144.0737428,27602,-132290.7916,#N/A,,166.0392,166.0392,1257.47,1252.16,1263.98,3513051,3355794,477459,,1
166.0392,28,,144.0737639,25750,-132290.6645,#N/A,,166.0391,166.0392,1307.67,1297.13,1318.22,3947961,3679648,394923.1,,1
166.0392,24,,144.0737899,6922,-132290.5079,#N/A,,166.0391,166.0392,1362.3,1356.9,1371.48,3199832,3009381,352462,,1
166.0392,19,,144.0737975,29341,-132290.4619,#N/A,,166.0392,166.0392,1429.07,1422.39,1439.67,2823660,2600834,280368.7,,1
166.0428,1856566,,144.0738019,42942,-132309.2484,#N/A,,166.0428,166.0428,832.796,827.742,839.11,7444132,7444122,1856568,,1
166.0428,155,,144.0738067,27984,-132309.2195,#N/A,,166.0428,166.0429,886.907,881.791,892.006,6630552,6593801,1476979,,1
166.0428,23,,144.0738181,26683,-132309.1512,#N/A,,166.0425,166.0429,1792.76,1786.37,1798.07,2323250,2228941,279350.8,,1
166.0429,573632,,144.0738337,24981,-132309.5795,#N/A,,166.0428,166.0429,767.138,763.299,772.271,2444665,2444656,573633.3,,1
166.0429,21,,144.073834,17029,-132309.5781,#N/A,,166.0429,166.043,1307.67,1297.13,1318.22,1560402,1410316,168629.5,,1
166.0429,16,,144.0738355,24702,-132309.5687,#N/A,,166.0428,166.043,1363.61,1352.92,1375.45,1378199,1127972,132231.1,,1
166.0429,16,,144.0738362,30289,-132309.5648,#N/A,,166.0429,166.043,1429.07,1422.39,1437.02,948250.4,836556.8,115213.7,,1
166.043,45,,144.0738449,11428,-132310.0345,#N/A,,166.043,166.0431,1081.21,1075.94,1086.51,1366341,1319347,288420.8,,1
166.043,24,,144.0738527,20912,-132309.9875,#N/A,,166.043,166.043,1111.37,1104.79,1116.8,1539545,1428993,323076.7,,1
166.043,24,,144.0738536,13310,-132309.9825,#N/A,,166.043,166.0431,1141.75,1136.58,1148.32,1979043,1712126,342517.2,,1
166.043,23,,144.0738611,20413,-132309.9372,#N/A,,166.0429,166.043,1176.91,1171.72,1183.47,2138063,1865831,333864.6,,1
166.043,18,,144.0738635,26892,-132309.9226,#N/A,,166.043,166.043,1215.17,1208.65,1221.84,1542117,1255616,255646.8,,1
166.0578,93126,,144.0738646,14752,-132387.2494,#N/A,,166.0577,166.058,966.497,962.669,969.095,329520.5,329515.4,93126.84,,1
166.05781,48,,144.073865,15784,-132387.2993,#N/A,,166.0576935,166.0579071,483.591,479.513,490.349,467232.8544,458239.9936,102257.5547,,1
166.0621,12,,144.0738661,28795,-132409.7063,#N/A,,166.0619,166.0621,915.318,910.188,920.442,2392273,2061759,696849.9,,1
166.0621,15,,144.0738668,17598,-132409.7023,#N/A,,166.0619,166.0622,967.796,960.14,970.34,1094207,1026990,206001.8,,1
166.0622,49,,144.0738668,11942,-132410.2244,#N/A,,166.0621,166.0622,1675.72,1658.51,1694.45,9289749,8948868,586383.8,,1
166.0647,361582,,144.0738669,10278,-132423.2848,#N/A,,166.0646,166.0648,692.854,689.106,697.923,2005694,2005685,361583,,1
166.0648,104,,144.073868,16542,-132423.801,#N/A,,166.0648,166.0648,589.274,584.165,594.563,9784840,9691552,2345566,,1
166.0648,187314,,144.0738682,14175,-132423.7998,#N/A,,166.0648,166.0649,710.672,697.923,714.612,3034652,3034634,216576.8,,1
166.0648,17,,144.0738699,31979,-132423.7894,#N/A,,166.0648,166.065,751.675,746.555,755.479,4880058,4231759,809698.7,,1
166.0649,3690,,144.0738705,13086,-132424.3083,#N/A,,166.0649,166.0649,470.135,464.805,475.428,311294996,311199689,83247672,,1
166.0649,100,,144.0738755,25865,-132424.2784,#N/A,,166.0648,166.0649,532.302,527.126,537.556,10944359,10850784,2272223,,1
166.0649,22,,144.0738756,13882,-132424.2773,#N/A,,166.0648,166.0649,659.52,655.644,665.96,3937644,3845091,493649.5,,1
166.0649,20,,144.0738764,23541,-132424.2725,#N/A,,166.0649,166.065,453.529,448.011,464.805,3366087,3220996,461807.7,,1
166.0649,28,,144.0738825,11245,-132424.2358,#N/A,,166.0649,166.0649,522.091,516.753,527.126,3474405,3381341,633636.3,,1
166.0649,54,,144.0738846,19194,-132424.2236,#N/A,,166.0649,166.065,598.565,594.563,603.674,5738548,5655508,1219737,,1
166.0649,23,,144.0738846,29204,-132424.2236,#N/A,,166.0648,166.0649,650.551,645.371,655.644,3817480,3725314,526148.4,,1
166.0649,325384,,144.0738913,14618,-132424.1829,#N/A,,166.0648,166.065,723.561,714.612,729.946,3267978,3267962,325385.3,,1
166.0649,12,,144.0738922,20004,-132424.1776,#N/A,,166.0648,166.0649,829.037,823.922,835.292,4408788,3622658,613155.7,,1
166.0859467,44,,144.0738951,14982,-132534.1011,#N/A,,166.0858917,166.085968,281.622,271.018,289.215,2592433.351,2496932.267,234366.6719,,1
