mz,sn,,mz,sn,,,,mzmin,mzmax,rt,rtmin,rtmax,into,intb,maxo,,sample
320.084,28,,267.0816502,74598,-165588.876,#N/A,,320.084,320.0842,635.004,629.668,638.852,4191364,3756823,568366.4,,1
320.0841,54,,267.0816525,84484,-165589.1297,#N/A,,320.0841,320.0842,624.478,619.176,629.668,5883714,5395041,1048944,,1
320.0841,940389,,267.0816565,28339,-165589.1171,#N/A,,320.084,320.0842,662.122,655.644,667.39,6695856,6695843,940389.8,,1
320.0841,85,,267.0816595,28339,-165589.1075,#N/A,,320.0841,320.0842,786.612,782.661,791.741,36790241,36593663,5655820,,1
320.0842,39,,267.0816599,20245,-165589.3672,#N/A,,320.0841,320.0842,699.201,694.131,705.559,15732799,15492262,2629114,,1
320.0842,194,,267.0816677,24913,-165589.3429,#N/A,,320.0842,320.0843,777.529,772.271,782.661,68509186,68287763,12906032,,1
320.0844,607092,,267.0816678,41567,-165589.8637,#N/A,,320.0841,320.0846,676.423,667.39,680.351,5669581,5669568,607092.8,,1
320.1079,237,,267.0816681,23523,-165651.1191,#N/A,,320.1078,320.1079,620.464,615.292,627.095,5587185,5559548,1306786,,1
320.1081,17,,267.08167,30063,-165651.6345,#N/A,,320.1078,320.1088,692.854,689.106,696.623,2858684,2802340,490296.3,,1
320.1204,7442950,,267.0816793,18680,-165683.6637,#N/A,,320.1204,320.1205,696.623,681.608,701.753,59551408,59551392,7442952,,1
320.1204552,11,,267.0816793,28296,-165683.8076,#N/A,,320.1203308,320.1205444,572.637,567.47,579.008,3187798.89,2775089.704,579378,,1
320.1205,31,,267.0816836,28246,-165683.9108,#N/A,,320.1204,320.1205,629.668,623.22,633.695,21202777,20584112,2349739,,1
320.1205,103,,267.0816888,38679,-165683.8946,#N/A,,320.1204,320.1205,667.39,662.122,671.221,60694778,60148852,7687530,,1
320.1205,10584703,,267.0816916,91679,-165683.8859,#N/A,,320.1204,320.1206,709.393,701.753,715.915,120323322,120323306,10584704,,1
320.1205,4455685,,267.0816926,16949,-165683.8827,#N/A,,320.1204,320.1206,733.767,731.219,741.439,34047192,34047180,4455686,,1
320.1205,1097098,,267.0816959,138,-165683.8725,#N/A,,320.1205,320.1206,781.386,774.863,787.913,10678791,10678777,1097099,,1
320.1206,88,,267.081696,13941,-165684.1328,#N/A,,320.1204,320.1207,676.423,671.221,681.608,46951638,46338171,6572618,,1
320.1207,1044596,,267.0816971,23127,-165684.39,#N/A,,320.1204,320.1211,751.675,741.439,755.479,14468590,14468576,1377795,,1
320.1209,937805,,267.0816991,263864,-165684.9049,#N/A,,320.1207,320.1212,760.624,755.479,767.138,9277731,9277719,937806.1,,1
320.1209,492384,,267.0817,101567,-165684.902,#N/A,,320.1205,320.1212,798.172,791.741,804.544,4837958,4837946,492385.3,,1
320.1222,850695,,267.0817058,26046,-165688.2721,#N/A,,320.122,320.1225,837.836,834.07,840.357,3905317,3905312,850696.2,,1
320.1419,17,,267.0817072,29846,-165739.6074,#N/A,,320.1415,320.1424,995.021,989.718,1001.72,584494.7,569400.4,125043.9,,1
320.1442,24,,267.0817146,25117,-165745.5776,#N/A,,320.144,320.1443,676.423,665.96,685.374,9610730,9200278,1029337,,1
320.1482,179206,,267.0817161,57,-165755.9963,#N/A,,320.148,320.1484,885.632,883.091,889.436,968556.9,968549.3,179206.8,,1
320.1483,188880,,267.0817215,26150,-165756.2401,#N/A,,320.148,320.1486,879.198,875.342,883.091,1102833,1102825,188880.9,,1
320.1486,110323,,267.0817232,408710,-165757.0167,#N/A,,320.1484,320.1487,893.309,889.436,897.268,597300.6,597292.8,110323.9,,1
320.1782,383771,,267.0817317,34819,-165834.1147,#N/A,,320.1782,320.1783,612.785,607.695,619.176,2875384,2875372,383771.5,,1
320.1783,202224,,267.0817345,42,-165834.3663,#N/A,,320.1781,320.1785,604.989,598.565,607.695,1633477,1633467,202225.2,,1
320.1944,22,,267.0817575,40647,-165876.2379,#N/A,,320.1939,320.1947,956.267,952.395,958.834,471551.8,464709.4,170122.8,,1
320.238,26,,267.0818029,29282,-165989.6613,#N/A,,320.2379,320.238,816.123,812.271,821.238,5079262,5031607,708887.2,,1
320.2958,15,,267.0818035,21673,-166140.1632,#N/A,,320.2957,320.2961,1267.94,1261.37,1272.01,150846.7,146111.7,28574.11,,1
320.296,17,,267.081806,21933,-166140.6761,#N/A,,320.2958,320.2962,1407.66,1402.35,1415.75,230654.4,222310.7,32751.02,,1
320.823,70576,,267.0818735,11273,-167510.2051,#N/A,,320.8228,320.8232,965.228,962.669,969.095,252867,252861.8,70577.25,,1
320.8774959,404,,267.1135603,131,-167552.8396,#N/A,,320.8774414,320.8776245,471.416,466.108,476.893,868167.4333,867321.9171,184920.1563,,1
320.8775764,38,,267.1391514,15,-167473.2952,#N/A,,320.8771057,320.8778381,439.032,431.597,462.07,361305.0448,358916.0401,17519.62305,,1
321.0204,42896,,267.1392983,199957,-167843.2327,#N/A,,321.0202,321.0205,895.837,892.006,898.516,183432,183426.8,42897.27,,1
321.038,131296,,267.1393335,205958,-167888.7436,#N/A,,321.0378,321.0381,825.224,821.238,827.742,546305.2,546300,131297.5,,1
321.0869,21,,267.139347,4621,-168015.4283,#N/A,,321.0867,321.087,786.612,782.661,789.214,6964833,6772709,1280829,,1
321.0873,50,,267.1394613,199350,-168016.1086,#N/A,,321.0872,321.0873,777.529,772.271,782.661,15140373,14835754,3032096,,1
321.0917,250700,,267.1603849,32,-167962.3456,#N/A,,321.0917,321.0918,703.055,700.429,706.86,1070489,1070484,250701.3,,1
321.0919708,25,,267.1755064,175572,-167915.9534,#N/A,,321.0911865,321.0924377,585.439,580.326,589.274,859392.0949,830875.0726,164068.5938,,1
321.0922,88519,,267.1755725,257692,-167916.3415,#N/A,,321.092,321.0923,867.532,864.845,871.489,228105.1,228099.8,88519.55,,1
321.1232,1744283,,267.1757694,69428,-167996.0545,#N/A,,321.1231,321.1232,667.39,662.122,671.221,13017339,13017330,1744284,,1
321.1233,1708374,,267.175927,94220,-167995.8229,#N/A,,321.1227,321.1237,676.423,671.221,681.608,10967859,10967848,1708376,,1
321.1473,278966,,267.1964178,555731,-167994.1953,#N/A,,321.1472,321.1475,677.831,668.653,680.351,1822450,1822439,278967,,1
321.1645,40,,267.196703,433537,-168037.8653,#N/A,,321.1642,321.1647,848.027,844.17,853.11,2129368,2108214,352901.5,,1
321.1858,157349,,267.1967819,69029,-168092.7927,#N/A,,321.1854,321.1861,659.52,655.644,664.684,1381801,1381791,157349.6,,1
321.1859,139765,,267.1968038,111587,-168092.9836,#N/A,,321.1856,321.1862,676.423,672.536,680.351,857479.7,857471.9,139765.7,,1
321.1859,148539,,267.196879,86152,-168092.7494,#N/A,,321.1857,321.1861,668.653,664.684,672.536,1132784,1132775,148540.3,,1
321.1859,73191,,267.2153386,60,-168035.276,#N/A,,321.1856,321.1861,774.863,770.934,777.529,297226.5,297221.2,73191.78,,1
321.186,225506,,267.2154669,17,-168035.1358,#N/A,,321.1854,321.1864,651.821,645.371,659.52,2156098,2156083,225507.5,,1
321.2069,12,,267.2596923,281581,-167951.5843,#N/A,,321.2066,321.2073,705.559,700.429,712.106,1620424,1550763,271997.8,,1
321.2231,253146,,267.2693425,16,-167963.5042,#N/A,,321.2229,321.2235,795.565,793.038,799.425,796409.6,796404.5,253147.3,,1
321.2437,17,,267.2693601,65,-168016.8045,#N/A,,321.2436,321.2437,1252.16,1245.44,1258.77,629457.3,577864.8,94461.56,,1
321.3161,154,,267.2693626,62,-168204.2619,#N/A,,321.316,321.3162,917.866,912.716,925.538,11949140,11895469,1509961,,1
321.3162,84,,267.2693979,75,-168204.4107,#N/A,,321.3162,321.3163,897.268,892.006,902.392,5606671,5562208,828500.6,,1
321.3162,52,,267.2694152,71,-168204.3569,#N/A,,321.3161,321.3163,949.839,944.695,954.974,3502076,3458071,514852.1,,1
321.3163,28,,267.269419,164,-168204.6039,#N/A,,321.3162,321.3164,858.315,855.682,862.27,927243.3,902173.7,274049.7,,1
321.3163,1148,,267.2694366,71,-168204.5493,#N/A,,321.3162,321.3163,930.631,925.538,935.731,52177769,52134132,11250677,,1
321.3163,26,,267.2694485,49,-168204.5123,#N/A,,321.3159,321.3166,880.449,876.593,884.384,1491519,1456930,259947.6,,1
321.3163,84,,267.2694724,56,-168204.4379,#N/A,,321.3161,321.3165,908.888,902.392,912.716,7469719,7425522,826259.2,,1
321.8555566,53487,,267.2694823,54,-169598.0485,#N/A,,321.8552856,321.855835,536.126,533.561,540.167,165523.5951,165518.3103,53488.02344,,1
321.8865,51,,267.2695024,51,-169677.8138,#N/A,,321.8862,321.8867,921.69,917.866,924.285,2555513,2544635,631879.8,,1
321.8869,52,,267.2695101,65,-169678.8217,#N/A,,321.8868,321.887,660.8,655.644,667.39,13149472,12975197,1802911,,1
321.8869,25,,267.9436848,44593,-167584.3757,#N/A,,321.8869,321.887,640.148,636.291,645.371,5521963,5383394,874531.4,,1
321.887,75,,268.0021532,96,-167402.9916,#N/A,,321.8868,321.8871,650.551,645.371,655.644,13540352,13386026,2605916,,1
321.887,27,,268.020522,5316,-167345.9259,#N/A,,321.8868,321.8872,679.056,673.83,684.127,4745635,4608136,931978.6,,1
321.8871,1901,,268.0233766,10143,-167337.3161,#N/A,,321.887,321.8872,589.274,584.165,593.279,274702360,274563272,65444644,,1
321.8871,795,,268.0769295,70,-167170.9445,#N/A,,321.887,321.8872,598.565,593.279,603.674,125445958,125289800,27368470,,1
321.8873,88,,268.0840305,187183,-167149.4012,#N/A,,321.8872,321.8874,939.574,929.382,948.537,53212820,51729629,8648695,,1
321.8874,20,,268.0847171,76,-167147.527,#N/A,,321.8871,321.8878,751.675,746.555,755.479,5386823,5035740,1093838,,1
321.8874,40,,268.0894828,8638591,-167132.7216,#N/A,,321.8872,321.8876,904.945,899.791,911.462,21472730,20622627,3481029,,1
322.0455,23,,268.0896814,4573358,-167540.9797,#N/A,,322.0453,322.0456,848.027,844.17,853.11,4784488,4644452,807301.4,,1
322.0697,205341,,268.0898085,287968,-167603.1352,#N/A,,322.069,322.0699,700.429,690.379,708.165,2305939,2305923,205342,,1
322.0698,14,,268.0899569,268728,-167602.9329,#N/A,,322.0696,322.0699,668.653,654.372,679.056,3014645,2826414,275969.8,,1
322.0822,39,,268.0899965,422926,-167634.8569,#N/A,,322.0821,322.0823,817.381,810.993,823.922,25817866,25323485,2401798,,1
322.0825,54,,268.0900114,284930,-167635.5859,#N/A,,322.0824,322.0826,835.292,823.922,842.923,46538077,45833531,3335845,,1
322.0909,337650,,268.090016,378572,-167657.2795,#N/A,,322.0909,322.0911,777.529,772.271,781.386,1398812,1398802,337651.2,,1
322.0912,133286,,268.0900446,426702,-167657.9658,#N/A,,322.091,322.0915,785.238,781.386,789.214,670045.5,670037.7,133286.7,,1
322.0996,91,,268.0900926,376898,-167679.5233,#N/A,,322.0993,322.0998,759.323,755.479,765.877,35412305,35180976,5510139,,1
322.0996,55,,268.0901732,301569,-167679.273,#N/A,,322.0996,322.0997,750.377,745.278,755.479,19829119,19602173,3351365,,1
322.0997,423798,,268.0902628,237879,-167679.2535,#N/A,,322.0994,322.1001,658.222,649.248,662.122,4097008,4096993,423798.5,,1
322.0997,15,,268.0903547,232054,-167678.9679,#N/A,,322.0993,322.0999,732.468,728.65,745.278,8284818,7955991,942431.3,,1
322.0998,1182002,,268.0905291,295259,-167678.6849,#N/A,,322.0997,322.1,636.291,630.984,640.148,6535662,6535652,1182003,,1
322.0998,507404,,268.0980933,14,-167655.2011,#N/A,,322.0996,322.0999,607.695,603.674,612.785,3536130,3536120,507404.9,,1
322.0998,550980,,268.1168406,1007978,-167596.9977,#N/A,,322.0997,322.1001,644.065,640.148,649.248,4275238,4275228,550981.1,,1
322.0998,311,,268.1330435,5601,-167546.6937,#N/A,,322.0998,322.0999,701.753,696.623,708.165,65197573,65076606,9278124,,1
322.0998,104,,268.1423126,26,-167517.9164,#N/A,,322.0997,322.0999,713.359,708.165,717.222,23036345,22938711,3097056,,1
322.0999,550860,,268.1468473,495260,-167504.0963,#N/A,,322.0999,322.1,599.828,593.279,603.674,4643310,4643298,550861.2,,1
322.0999,408332,,268.1472434,724164,-167502.8665,#N/A,,322.0996,322.1,625.785,620.464,630.984,3401525,3401513,408333.2,,1
322.0999,57,,268.1472692,550664,-167502.7865,#N/A,,322.0995,322.0999,722.309,717.222,727.38,12725332,12629517,1708139,,1
322.099909,21,,268.1472806,4563,-167502.7744,#N/A,,322.0994873,322.1002502,549.228,545.388,553.139,888453.3843,765606.4579,154194.1563,,1
322.1,347640,,268.1474453,93470,-167502.4983,#N/A,,322.0999,322.1001,616.618,612.785,620.464,1959057,1959048,347640.8,,1
322.1222747,11,,268.1637674,84931,-167509.3948,#N/A,,322.1220398,322.1225891,537.556,533.561,540.167,92900.77022,90801.42,25379.83594,,1
322.1357,2814641,,268.2071144,134369,-167409.5285,#N/A,,322.1354,322.136,731.219,721.038,736.297,30055512,30055496,2814642,,1
322.1359,3479873,,268.2072229,79659,-167409.7085,#N/A,,322.1358,322.1361,755.479,746.555,759.323,37938960,37938946,3479874,,1
322.1361,306389,,268.2362899,27997,-167319.9935,#N/A,,322.1357,322.1363,692.854,687.857,695.356,1514371,1514363,306389.7,,1
322.1361,571587,,268.2363059,24657,-167319.9437,#N/A,,322.1359,322.1363,708.165,703.055,721.038,11090220,11090200,851706.5,,1
322.1361,3523445,,268.2363497,29725,-167319.8078,#N/A,,322.136,322.1361,763.299,759.323,769.645,32043841,32043830,3523446,,1
322.1362,10211717,,268.2363601,19885,-167320.0339,#N/A,,322.1362,322.1363,790.464,785.238,795.565,72416755,72416743,10211718,,1
322.1362,460959,,268.236365,19885,-167320.0187,#N/A,,322.1359,322.1366,699.201,695.356,703.055,2908287,2908278,460959.9,,1
322.1362,2291955,,268.2363719,22865,-167319.9974,#N/A,,322.1362,322.1363,740.182,736.297,746.555,23876704,23876692,2291956,,1
322.1362631,49305,,268.2364156,15093,-167320.0247,#N/A,,322.1360474,322.1367798,601.115,597.285,603.674,168818.6159,168813.5047,49305.51953,,1
322.1363,4588306,,268.2364327,15578,-167320.067,#N/A,,322.1362,322.1364,812.271,804.544,817.381,55154488,55154474,4588308,,1
322.1363,4433682,,268.2364379,19220,-167320.051,#N/A,,322.1363,322.1364,777.529,769.645,785.238,55907662,55907645,4433683,,1
322.1364,3692324,,268.2364486,18301,-167320.276,#N/A,,322.1362,322.1368,819.96,817.381,825.224,23591962,23591952,3692325,,1
322.1366,2346668,,268.236461,25435,-167320.7546,#N/A,,322.1364,322.1368,827.742,823.922,832.796,14789000,14788991,1947245,,1
322.1575,239154,,268.2364684,23867,-167374.7518,#N/A,,322.1574,322.1577,1040.55,1033.97,1045.84,1194603,1194592,239155.2,,1
322.1578,12,,268.2364712,19610,-167375.5185,#N/A,,322.1577,322.1581,1102.21,1097.02,1107.51,1082054,959949.9,202721,,1
322.1578,17,,268.2364754,24597,-167375.5056,#N/A,,322.1575,322.1582,1171.72,1165.19,1179.48,419589.4,392394.6,59409.65,,1
322.1597,2008051,,268.23648,15702,-167380.4016,#N/A,,322.1594,322.1599,726.16,722.309,729.946,14234212,14234205,2210481,,1
322.1599,3184305,,268.2364821,25721,-167380.9121,#N/A,,322.1598,322.16,712.106,705.559,715.915,27795973,27795961,3184306,,1
322.16,2988733,,268.2365069,22018,-167381.0936,#N/A,,322.1599,322.1601,718.454,715.915,722.309,19958848,19958841,2988734,,1
322.2748,118542,,268.2365188,23764,-167677.6504,#N/A,,322.2746,322.275,780.133,776.144,781.386,472992.8,472987.6,118542.6,,1
322.2749,604908,,268.2365279,21969,-167677.8804,#N/A,,322.2747,322.2752,770.934,764.576,776.144,3195431,3195418,604908.5,,1
322.2882,17,,268.2365306,21263,-167712.2195,#N/A,,322.2878,322.2887,810.993,807.163,814.822,3100749,3021729,716342.6,,1
322.3195,36,,268.2365639,21139,-167792.9386,#N/A,,322.3193,322.3196,930.631,925.538,935.731,13806094,13111430,3087822,,1
322.8904,61,,268.2366024,8395,-169264.2384,#N/A,,322.8904,322.8906,938.325,933.205,944.695,6008928,5946195,1115350,,1
322.8905,115,,268.2366379,18515,-169264.3856,#N/A,,322.8904,322.8906,589.274,584.165,593.279,34115855,33666327,8003051,,1
322.8905,54,,268.2728699,124,-169152.1742,#N/A,,322.8905,322.8906,598.565,593.279,603.674,16610886,16106186,3793502,,1
322.8905,46,,268.273008,30,-169151.7464,#N/A,,322.8901,322.8908,904.945,899.791,911.462,2498892,2467757,460004.4,,1
323.0724,111626,,268.8404176,34,-167863.2481,#N/A,,323.0722,323.0728,669.911,665.96,673.83,364641.2,364634.7,111627.4,,1
323.0865,174604,,268.9698387,82584,-167498.9865,#N/A,,323.0862,323.087,876.593,872.765,883.091,1067728,1067718,174605.4,,1
323.1022,32,,268.9721295,135815,-167532.3491,#N/A,,323.1017,323.1024,759.323,754.207,765.877,8215383,8128854,1388619,,1
323.1027,19,,269.0609647,8474,-167258.6931,#N/A,,323.1025,323.1028,701.753,695.356,708.165,14712028,14392951,1914814,,1
323.1033,535296,,269.0611079,91,-167259.796,#N/A,,323.103,323.1035,750.377,746.555,752.973,1909060,1909054,535296.9,,1
323.1077574,26,,269.0794529,264323,-167214.5076,#N/A,,323.107666,323.1078186,542.824,536.126,550.487,1619100.515,1587331.447,242091.25,,1
323.1078,39,,269.0847156,19,-167198.3295,#N/A,,323.1076,323.1082,729.946,723.561,735.069,16001214,15642841,3384181,,1
323.1442,20,,269.0923023,1759608,-167268.6613,#N/A,,323.1438,323.1448,675.116,665.96,680.351,2930916,2881205,294085.9,,1
323.1646,113295,,269.092414,913691,-167320.8824,#N/A,,323.1643,323.1648,659.52,655.644,664.684,552725.1,552717.4,113295.7,,1
323.1861197,37,,269.0971962,47,-167361.5299,#N/A,,323.1858826,323.1864319,495.834,490.349,500.971,306316.8049,301880.6556,51130.69922,,1
323.2077699,73,,269.1059743,91663,-167390.1454,#N/A,,323.2076111,323.2079773,308.973,302.973,316.44,119189.8769,118663.6749,16751.0332,,1
323.2779,70,,269.1135454,892763,-167547.3473,#N/A,,323.2778,323.2781,1235.06,1228.39,1241.49,3948554,3865918,547630,,1
323.278,17,,269.1177374,83604,-167534.6376,#N/A,,323.2779,323.2783,1132.61,1128.59,1137.89,330700.3,321206,67024.98,,1
323.2955,105,,269.1183571,24666,-167577.7822,#N/A,,323.2954,323.2955,781.386,776.144,786.612,34066959,33461626,8378412,,1
323.2956,46,,269.1183927,35887,-167577.9297,#N/A,,323.2956,323.2957,1267.94,1261.37,1274.62,7700199,7379069,1019788,,1
323.3232,336794,,269.1184314,42902,-167648.8685,#N/A,,323.3231,323.3238,930.631,928.107,934.456,1117244,1117239,336795.5,,1
323.3318,38889,,269.1546642,29,-167558.9466,#N/A,,323.3316,323.3322,672.536,668.653,675.116,136515.8,136510.7,38889.74,,1
323.332,814,,269.1547805,45,-167559.1019,#N/A,,323.3319,323.332,942.172,937.027,947.287,198105070,197803297,43807936,,1
323.3321,26944,,269.1548471,33,-167559.1532,#N/A,,323.3317,323.3323,770.934,768.391,774.863,115804.4,115799.2,26945.26,,1
323.8849,1816,,269.190858,1004186,-168868.7619,#N/A,,323.8849,323.885,589.274,584.165,593.279,537125340,536783773,125805784,,1
323.8849,49,,269.1910414,780796,-168868.1955,#N/A,,323.8849,323.885,660.8,655.644,667.39,25811754,25383776,3433319,,1
323.885,23,,269.1911353,24,-168868.1621,#N/A,,323.8849,323.8851,679.056,672.536,684.127,9369995,8989898,1594608,,1
323.885,776,,269.1911629,1321732,-168868.0771,#N/A,,323.885,323.8851,598.565,593.279,603.674,245702100,245318613,53806692,,1
323.885,25,,269.2310979,35,-168744.7769,#N/A,,323.8849,323.885,640.148,636.291,645.371,11125995,10785703,1794587,,1
323.8851,72,,269.248678,30,-168690.7548,#N/A,,323.8848,323.8852,649.248,640.148,655.644,34382104,33831606,5049484,,1
323.8852,32,,269.2487326,20,-168690.843,#N/A,,323.8851,323.8853,751.675,746.555,756.801,13739216,13068794,2379499,,1
323.8853,56,,269.8544666,50912,-166820.8882,#N/A,,323.8853,323.8855,904.945,899.791,910.188,39942918,38995713,6616969,,1
323.8853,250,,270.0688256,75,-166159.0519,#N/A,,323.8852,323.8854,938.325,933.205,944.695,96968371,96178700,16496963,,1
323.8853,22,,270.0689971,139547,-166158.5224,#N/A,,323.8851,323.8854,1070.8,1064.24,1075.94,2904793,2602301,421103.4,,1
324.0607,14,,270.0693471,166093,-166608.7647,#N/A,,324.0602,324.0613,660.8,658.222,665.96,398055,384537,104476.8,,1
324.0615,83722,,270.0694346,203592,-166610.5521,#N/A,,324.0612,324.0619,617.913,614.033,623.22,465254,465246.2,83722.69,,1
324.0714,117518,,270.0695289,69,-166635.72,#N/A,,324.0711,324.0715,895.837,892.006,898.516,491498,491492.8,117518.7,,1
324.0788,13,,270.0901621,138,-166591.0819,#N/A,,324.0786,324.0789,595.872,589.274,601.115,2264533,2008519,404295.3,,1
324.094,1160062,,270.092778,150,-166622.0972,#N/A,,324.0938,324.0941,922.987,920.442,928.107,7997526,7997517,1160063,,1
324.0941,1442037,,270.0928381,12,-166622.169,#N/A,,324.0938,324.0944,1023.83,1018.67,1027.58,5564305,5564294,1442038,,1
324.0942,57640,,270.0960731,146770,-166612.4443,#N/A,,324.094,324.0944,1680.98,1678.35,1683.61,316735.1,316728.5,57640.51,,1
324.0942,59148,,270.1003114,83747,-166599.367,#N/A,,324.0941,324.0943,1675.72,1671.8,1680.98,507919.5,507909,59149.33,,1
324.0942,61355,,270.1050638,692274,-166584.7035,#N/A,,324.094,324.0944,1686.23,1680.98,1690.34,519239.6,519228.9,61356,,1
324.0943,18415419,,270.1051052,7788682,-166584.8329,#N/A,,324.0942,324.0944,762.046,755.479,767.138,91626780,91626768,18415420,,1
324.0943,13404524,,270.1051152,7955,-166584.8019,#N/A,,324.094,324.0945,791.741,786.612,798.172,69084442,69084430,13404525,,1
324.0943,109853,,270.1051724,107273,-166584.6256,#N/A,,324.0942,324.0945,1364.92,1359.53,1368.86,981827.3,981816.7,109854.3,,1
324.0943,55328,,270.1051834,385143,-166584.5917,#N/A,,324.0942,324.0945,1708.13,1698.57,1716.18,843685.6,843666.6,55328.93,,1
324.0943,53002,,270.1052041,143255,-166584.5278,#N/A,,324.094,324.0944,1741.53,1734.85,1745.56,508490.9,508478.8,53002.53,,1
324.0943,946716,,270.1052598,1963722,-166584.356,#N/A,,324.0939,324.0945,826.471,822.624,836.563,13175726,13175711,1378563,,1
324.0943,726509,,270.1052644,9930862,-166584.3416,#N/A,,324.0937,324.0947,970.34,966.497,972.904,3595299,3595291,726510.4,,1
324.0943,63287,,270.1054181,1021928,-166583.8674,#N/A,,324.0942,324.0945,1614.17,1608.89,1619.52,609148.7,609136.8,63287.67,,1
324.0943,64093,,270.1290021,43,-166511.0984,#N/A,,324.0942,324.0945,1694.45,1690.34,1698.57,432134.2,432124.6,64094.48,,1
324.0943,48510,,270.1290283,56,-166511.0176,#N/A,,324.0942,324.0945,1730.89,1728.24,1734.85,329619.6,329611.6,48510.92,,1
324.0944,503045,,270.1627859,568437,-166407.1151,#N/A,,324.0943,324.0945,714.612,708.165,721.038,3008730,3008719,503045.9,,1
324.0944,170004,,270.1627869,559176,-166407.112,#N/A,,324.0943,324.0946,1293.25,1273.31,1305.08,4307182,4307149,170004.7,,1
324.0944,147975,,270.1627957,286671,-166407.0848,#N/A,,324.0943,324.0946,1335.53,1326.16,1350.15,2602283,2602257,147975.6,,1
324.0944,87468,,270.2437695,576172,-166157.2385,#N/A,,324.0943,324.0945,1414.43,1409,1417.08,707523,707513.6,87468.64,,1
324.0944,181924,,270.2441025,207191,-166156.211,#N/A,,324.0943,324.0945,1450.44,1445.12,1454.55,837965.4,837954.6,181925.4,,1
324.0944,64990,,270.2444374,87313,-166155.1777,#N/A,,324.0942,324.0945,1522.73,1520.04,1530.72,693158.4,693146.4,64990.51,,1
324.0944,73125,,270.2517115,40,-166132.7331,#N/A,,324.0944,324.0945,1603.47,1598.19,1608.89,710651.7,710639.7,73126.01,,1
324.0944,61354,,270.2517742,30,-166132.5397,#N/A,,324.0944,324.0945,1650.37,1646.37,1654.54,464628.1,464618.6,61354.88,,1
324.0944,63018,,270.8123242,8693,-164402.9512,#N/A,,324.0944,324.0945,1642.37,1636.91,1646.37,508811.7,508800.9,63019.29,,1
324.0944,3610307,,270.9496381,60595,-163979.2661,#N/A,,324.0943,324.0945,781.386,767.138,786.612,36218709,36218688,3610308,,1
324.0944,588520,,270.9700999,131970,-163916.1309,#N/A,,324.0943,324.0946,943.421,939.574,947.287,4346879,4346870,588520.8,,1
324.0944,528752,,270.9801215,16,-163885.209,#N/A,,324.0942,324.0946,951.142,947.287,953.672,3352987,3352980,528752.6,,1
324.0944,135997,,270.9928242,43676,-163846.0146,#N/A,,324.0944,324.0945,1274.62,1270.56,1277.39,1007872,1007864,135998.1,,1
324.0944,145645,,271.0587959,305647,-163642.4576,#N/A,,324.0944,324.0945,1298.42,1295.84,1306.37,1455217,1455205,145646,,1
324.0944,124199,,271.058873,146007,-163642.2196,#N/A,,324.0943,324.0945,1343.56,1339.62,1347.51,884868.8,884859.6,124200.3,,1
324.0944,100292,,271.0589559,423193,-163641.9639,#N/A,,324.0944,324.0945,1372.81,1368.86,1380.9,1165962,1165948,103517.1,,1
324.0944,90433,,271.0726447,11498698,-163599.7268,#N/A,,324.0943,324.0945,1396.87,1390.26,1402.35,1049594,1049581,90434.01,,1
324.0944,78880,,271.0766604,16,-163587.3362,#N/A,,324.0943,324.0945,1459.99,1454.55,1462.63,579336.9,579327.5,78880.59,,1
324.0944,74009,,271.0833172,248212,-163566.7967,#N/A,,324.0943,324.0945,1486.69,1482.71,1490.63,547591.5,547582.3,74010.13,,1
324.0944,69681,,271.0835909,96036,-163565.9522,#N/A,,324.0943,324.0945,1505.42,1501.28,1509.36,527929.2,527919.7,69681.85,,1
324.0944,63104,,271.0876378,100769,-163553.4653,#N/A,,324.0943,324.0946,1658.51,1654.54,1663.88,516124.4,516113.7,63105.09,,1
324.0944,56351,,271.1130067,885414,-163475.1891,#N/A,,324.0943,324.0945,1667.81,1663.88,1671.8,417084.3,417075.1,56352.29,,1
324.0944,49105,,271.113079,129161,-163474.9661,#N/A,,324.0943,324.0945,1749.62,1745.56,1752.28,324692.1,324684,49105.88,,1
324.0944,48414,,271.1131261,703299,-163474.8206,#N/A,,324.0943,324.0945,1771.29,1765.82,1776.82,454706,454693.6,48414.99,,1
324.0945,15838848,,271.1133093,282494,-163474.5136,#N/A,,324.0944,324.0948,849.272,836.563,866.148,203867612,203867582,15838849,,1
324.0945,545908,,271.1198807,170027,-163454.2371,#N/A,,324.0944,324.0946,976.74,972.904,980.579,4362722,4362713,590435.6,,1
324.0945,169028,,271.13442,31,-163409.376,#N/A,,324.0944,324.0947,1263.98,1252.16,1273.31,3107210,3107188,169029.3,,1
324.0945,92427,,271.1471039,18,-163370.2394,#N/A,,324.0944,324.0947,1386.17,1380.9,1390.26,870054.7,870044,92428.2,,1
324.0945,153761,,271.1473048,17,-163369.6198,#N/A,,324.0943,324.0947,1476.05,1459.99,1485.35,1799624,1799597,153762.5,,1
324.0945,77152,,271.1553389,36,-163344.8303,#N/A,,324.0944,324.0946,1495.92,1485.35,1508.03,1484598,1484574,77153.43,,1
324.0945,91995,,271.1645803,43461,-163316.3158,#N/A,,324.0943,324.0946,1573.84,1554.93,1590.02,2386263,2386226,91996.45,,1
324.0945,48414,,271.170329,636572,-163298.5782,#N/A,,324.0942,324.0947,1772.66,1760.4,1785.08,846938.1,846913.4,48414.99,,1
